case_id,fault_type,service_family,budget,rank,top1,top3,top5,avg_at_5,config
mobservice2_qr_expired_1625275953,qr_expired,mobile,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625285989,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625285989,memory,logging,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625285989,memory,logging,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
mobservice1_qr_expired_1625296713,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625296713,qr_expired,mobile,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice1_qr_expired_1625296713,qr_expired,mobile,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice1_memory_1625298536,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625298536,memory,logging,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice1_memory_1625298536,memory,logging,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
mobservice2_qr_expired_1625302666,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625302666,qr_expired,mobile,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice2_qr_expired_1625302666,qr_expired,mobile,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
logservice2_memory_1625304365,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625304365,memory,logging,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice2_memory_1625304365,memory,logging,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
mobservice2_memory_1625305876,memory,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_memory_1625305876,memory,mobile,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_memory_1625305876,memory,mobile,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
logservice1_memory_1625311435,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625311435,memory,logging,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice1_memory_1625311435,memory,logging,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
redisservice2_memory_1625320792,memory,cache,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
redisservice2_memory_1625320792,memory,cache,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
redisservice2_memory_1625320792,memory,cache,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
redisservice2_memory_1625324488,memory,cache,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
redisservice2_memory_1625324488,memory,cache,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
redisservice2_memory_1625324488,memory,cache,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
mobservice1_qr_expired_1625325200,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625325200,qr_expired,mobile,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
mobservice1_qr_expired_1625325200,qr_expired,mobile,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
webservice2_memory_1625325487,memory,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_memory_1625325487,memory,web,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
webservice2_memory_1625325487,memory,web,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
logservice2_memory_1625325873,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625325873,memory,logging,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
logservice2_memory_1625325873,memory,logging,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
redisservice1_memory_1625332594,memory,cache,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
redisservice1_memory_1625332594,memory,cache,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
redisservice1_memory_1625332594,memory,cache,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
mobservice2_qr_expired_1625334978,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625334978,qr_expired,mobile,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice2_qr_expired_1625334978,qr_expired,mobile,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice1_memory_1625353753,memory,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_memory_1625353753,memory,mobile,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice1_memory_1625353753,memory,mobile,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice1_qr_expired_1625355663,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625355663,qr_expired,mobile,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice1_qr_expired_1625355663,qr_expired,mobile,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
dbservice2_memory_1625356783,memory,database,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice2_memory_1625356783,memory,database,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
dbservice2_memory_1625356783,memory,database,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
mobservice2_memory_1625359712,memory,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_memory_1625359712,memory,mobile,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_memory_1625359712,memory,mobile,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625360218,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625360218,qr_expired,mobile,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625360218,qr_expired,mobile,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625360381,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625360381,memory,logging,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625360381,memory,logging,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
webservice2_file_move_1625361000,file_move,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_file_move_1625361000,file_move,web,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_file_move_1625361000,file_move,web,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice2_memory_1625363058,memory,database,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice2_memory_1625363058,memory,database,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
dbservice2_memory_1625363058,memory,database,0.5,5,0,0,1,0.2,trace_heavier_metric_lighter
webservice2_memory_1625367620,memory,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_memory_1625367620,memory,web,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
webservice2_memory_1625367620,memory,web,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
webservice1_file_move_1625371800,file_move,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_file_move_1625371800,file_move,web,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_file_move_1625371800,file_move,web,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_memory_1625373179,memory,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_memory_1625373179,memory,web,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_memory_1625373179,memory,web,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
logservice2_memory_1625379370,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625379370,memory,logging,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
logservice2_memory_1625379370,memory,logging,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
mobservice1_memory_1625379697,memory,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_memory_1625379697,memory,mobile,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
mobservice1_memory_1625379697,memory,mobile,0.5,5,0,0,1,0.2,trace_heavier_metric_lighter
webservice1_memory_1625380916,memory,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_memory_1625380916,memory,web,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
webservice1_memory_1625380916,memory,web,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
webservice2_memory_1625381030,memory,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_memory_1625381030,memory,web,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
webservice2_memory_1625381030,memory,web,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice1_qr_expired_1625383443,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625383443,qr_expired,mobile,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice1_qr_expired_1625383443,qr_expired,mobile,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
dbservice1_memory_1625384013,memory,database,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice1_memory_1625384013,memory,database,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
dbservice1_memory_1625384013,memory,database,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_file_move_1625386200,file_move,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_file_move_1625386200,file_move,web,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
webservice2_file_move_1625386200,file_move,web,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice2_qr_expired_1625390816,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625390816,qr_expired,mobile,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625390816,qr_expired,mobile,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625396241,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625396241,memory,logging,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice2_memory_1625396241,memory,logging,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
webservice1_file_move_1625400601,file_move,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_file_move_1625400601,file_move,web,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_file_move_1625400601,file_move,web,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625409300,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625409300,qr_expired,mobile,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
mobservice1_qr_expired_1625409300,qr_expired,mobile,0.5,5,0,0,1,0.2,trace_heavier_metric_lighter
dbservice1_memory_1625411468,memory,database,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice1_memory_1625411468,memory,database,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice1_memory_1625411468,memory,database,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_memory_1625415630,memory,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_memory_1625415630,memory,web,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
webservice1_memory_1625415630,memory,web,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
webservice2_memory_1625418006,memory,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_memory_1625418006,memory,web,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_memory_1625418006,memory,web,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
dbservice1_memory_1625418705,memory,database,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice1_memory_1625418705,memory,database,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice1_memory_1625418705,memory,database,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
redisservice1_memory_1625420467,memory,cache,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
redisservice1_memory_1625420467,memory,cache,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
redisservice1_memory_1625420467,memory,cache,0.5,5,0,0,1,0.2,trace_heavier_metric_lighter
logservice2_memory_1625421899,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625421899,memory,logging,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
logservice2_memory_1625421899,memory,logging,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
webservice2_memory_1625424557,memory,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_memory_1625424557,memory,web,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
webservice2_memory_1625424557,memory,web,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice2_qr_expired_1625425284,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625425284,qr_expired,mobile,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice2_qr_expired_1625425284,qr_expired,mobile,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice2_memory_1625425518,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625425518,memory,logging,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
logservice2_memory_1625425518,memory,logging,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
mobservice1_qr_expired_1625436871,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625436871,qr_expired,mobile,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625436871,qr_expired,mobile,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625437325,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625437325,memory,logging,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice1_memory_1625437325,memory,logging,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
redisservice1_memory_1625453062,memory,cache,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
redisservice1_memory_1625453062,memory,cache,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
redisservice1_memory_1625453062,memory,cache,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
mobservice2_qr_expired_1625455022,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625455022,qr_expired,mobile,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625455022,qr_expired,mobile,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625455375,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625455375,memory,logging,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
logservice1_memory_1625455375,memory,logging,0.5,5,0,0,1,0.2,trace_heavier_metric_lighter
dbservice2_memory_1625459089,memory,database,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice2_memory_1625459089,memory,database,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
dbservice2_memory_1625459089,memory,database,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
dbservice2_memory_1625463515,memory,database,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice2_memory_1625463515,memory,database,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
dbservice2_memory_1625463515,memory,database,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice2_memory_1625469878,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625469878,memory,logging,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625469878,memory,logging,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
mobservice1_qr_expired_1625473216,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625473216,qr_expired,mobile,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
mobservice1_qr_expired_1625473216,qr_expired,mobile,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
redisservice1_memory_1625473678,memory,cache,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
redisservice1_memory_1625473678,memory,cache,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
redisservice1_memory_1625473678,memory,cache,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice1_memory_1625474243,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625474243,memory,logging,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice1_memory_1625474243,memory,logging,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
logservice2_memory_1625483091,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625483091,memory,logging,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625483091,memory,logging,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625489299,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625489299,qr_expired,mobile,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice2_qr_expired_1625489299,qr_expired,mobile,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
redisservice2_memory_1625493529,memory,cache,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
redisservice2_memory_1625493529,memory,cache,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
redisservice2_memory_1625493529,memory,cache,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
logservice1_memory_1625493602,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625493602,memory,logging,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625493602,memory,logging,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
webservice2_file_move_1625501400,file_move,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_file_move_1625501400,file_move,web,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_file_move_1625501400,file_move,web,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625505879,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625505879,qr_expired,mobile,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625505879,qr_expired,mobile,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625506342,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625506342,memory,logging,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice1_memory_1625506342,memory,logging,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
webservice1_memory_1625506658,memory,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_memory_1625506658,memory,web,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
webservice1_memory_1625506658,memory,web,0.5,5,0,0,1,0.2,trace_heavier_metric_lighter
redisservice1_memory_1625508996,memory,cache,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
redisservice1_memory_1625508996,memory,cache,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
redisservice1_memory_1625508996,memory,cache,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
logservice2_memory_1625511359,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625511359,memory,logging,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice2_memory_1625511359,memory,logging,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
redisservice2_memory_1625512043,memory,cache,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
redisservice2_memory_1625512043,memory,cache,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
redisservice2_memory_1625512043,memory,cache,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
logservice2_memory_1625518598,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625518598,memory,logging,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice2_memory_1625518598,memory,logging,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice1_memory_1625519722,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice1_memory_1625519722,memory,logging,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
logservice1_memory_1625519722,memory,logging,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625521837,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625521837,qr_expired,mobile,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625521837,qr_expired,mobile,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
webservice1_memory_1625522955,memory,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_memory_1625522955,memory,web,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
webservice1_memory_1625522955,memory,web,0.5,5,0,0,1,0.2,trace_heavier_metric_lighter
mobservice2_memory_1625527607,memory,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_memory_1625527607,memory,mobile,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice2_memory_1625527607,memory,mobile,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625530676,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625530676,memory,logging,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625530676,memory,logging,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
logservice2_memory_1625537669,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625537669,memory,logging,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625537669,memory,logging,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
mobservice1_qr_expired_1625542705,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625542705,qr_expired,mobile,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice1_qr_expired_1625542705,qr_expired,mobile,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
webservice1_memory_1625546136,memory,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_memory_1625546136,memory,web,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
webservice1_memory_1625546136,memory,web,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
mobservice2_memory_1625552888,memory,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_memory_1625552888,memory,mobile,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
mobservice2_memory_1625552888,memory,mobile,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
mobservice2_qr_expired_1625553275,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625553275,qr_expired,mobile,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625553275,qr_expired,mobile,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_file_move_1625559000,file_move,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_file_move_1625559000,file_move,web,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
webservice2_file_move_1625559000,file_move,web,0.5,5,0,0,1,0.2,trace_heavier_metric_lighter
dbservice2_memory_1625564139,memory,database,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice2_memory_1625564139,memory,database,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice2_memory_1625564139,memory,database,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625567926,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625567926,memory,logging,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
logservice2_memory_1625567926,memory,logging,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
logservice2_memory_1625572292,memory,logging,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
logservice2_memory_1625572292,memory,logging,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
logservice2_memory_1625572292,memory,logging,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
dbservice1_memory_1625578885,memory,database,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice1_memory_1625578885,memory,database,0.25,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice1_memory_1625578885,memory,database,0.5,5,0,0,1,0.2,trace_heavier_metric_lighter
dbservice2_memory_1625579430,memory,database,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice2_memory_1625579430,memory,database,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
dbservice2_memory_1625579430,memory,database,0.5,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625580525,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice1_qr_expired_1625580525,qr_expired,mobile,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice1_qr_expired_1625580525,qr_expired,mobile,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
dbservice1_memory_1625582957,memory,database,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice1_memory_1625582957,memory,database,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
dbservice1_memory_1625582957,memory,database,0.5,3,0,1,1,0.6,trace_heavier_metric_lighter
mobservice2_memory_1625584788,memory,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_memory_1625584788,memory,mobile,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice2_memory_1625584788,memory,mobile,0.5,5,0,0,1,0.2,trace_heavier_metric_lighter
mobservice2_qr_expired_1625586485,qr_expired,mobile,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
mobservice2_qr_expired_1625586485,qr_expired,mobile,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
mobservice2_qr_expired_1625586485,qr_expired,mobile,0.5,2,0,1,1,0.8,trace_heavier_metric_lighter
dbservice2_memory_1625587157,memory,database,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
dbservice2_memory_1625587157,memory,database,0.25,2,0,1,1,0.8,trace_heavier_metric_lighter
dbservice2_memory_1625587157,memory,database,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
webservice2_file_move_1625587800,file_move,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice2_file_move_1625587800,file_move,web,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
webservice2_file_move_1625587800,file_move,web,0.5,4,0,0,1,0.4,trace_heavier_metric_lighter
webservice1_memory_1625607930,memory,web,0.1,1,1,1,1,1.0,trace_heavier_metric_lighter
webservice1_memory_1625607930,memory,web,0.25,3,0,1,1,0.6,trace_heavier_metric_lighter
