case_id,root_service,fault_type,service_family,rank,top1,top3,top5,avg_at_5,top5_services,root_service_score
mobservice2_memory_1626157765,mobservice2,memory,mobile,2,0,1,1,0.8,"['dbservice1', 'mobservice2', 'redisservice2', 'webservice2', 'redisservice1']",299.2906976747569
mobservice1_memory_1626159110,mobservice1,memory,mobile,7,0,0,0,0.0,"['webservice2', 'redisservice2', 'mobservice2', 'webservice1', 'redisservice1']",2.4
mobservice1_qr_expired_1626159261,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['webservice1', 'mobservice1', 'redisservice2', 'webservice2', 'dbservice2']",284.09465384615385
webservice2_file_move_1626163800,webservice2,file_move,web,2,0,1,1,0.8,"['mobservice1', 'webservice2', 'redisservice2', 'mobservice2', 'redisservice1']",95.9051094890511
mobservice1_memory_1626168632,mobservice1,memory,mobile,3,0,1,1,0.6,"['redisservice1', 'redisservice2', 'mobservice1', 'mobservice2', 'dbservice2']",52.79664575662155
redisservice1_memory_1626172859,redisservice1,memory,cache,3,0,1,1,0.6,"['mobservice2', 'mobservice1', 'redisservice1', 'webservice2', 'redisservice2']",53.60808080808034
redisservice1_memory_1626177452,redisservice1,memory,cache,5,0,0,1,0.2,"['dbservice1', 'mobservice2', 'redisservice2', 'mobservice1', 'redisservice1']",3.6840780364460026
redisservice2_memory_1626178417,redisservice2,memory,cache,2,0,1,1,0.8,"['redisservice1', 'redisservice2', 'mobservice1', 'mobservice2', 'webservice2']",57.62608695652174
dbservice1_memory_1626178789,dbservice1,memory,database,9,0,0,0,0.0,"['dbservice2', 'redisservice1', 'mobservice2', 'redisservice2', 'webservice2']",1.898634561311194
mobservice2_qr_expired_1626179787,mobservice2,qr_expired,mobile,3,0,1,1,0.6,"['webservice1', 'mobservice1', 'mobservice2', 'webservice2', 'redisservice2']",460.6447437837838
logservice1_memory_1626180388,logservice1,memory,logging,10,0,0,0,0.0,"['mobservice1', 'mobservice2', 'redisservice1', 'redisservice2', 'webservice1']",1.1437169993746255
redisservice1_memory_1626185810,redisservice1,memory,cache,6,0,0,0,0.0,"['mobservice1', 'mobservice2', 'redisservice2', 'webservice1', 'dbservice1']",4.202189517654805
mobservice1_qr_expired_1626191632,mobservice1,qr_expired,mobile,3,0,1,1,0.6,"['logservice1', 'dbservice1', 'mobservice1', 'redisservice2', 'dbservice2']",55.575454012700234
dbservice1_memory_1626195234,dbservice1,memory,database,6,0,0,0,0.0,"['mobservice2', 'mobservice1', 'redisservice2', 'webservice1', 'webservice2']",2.6288125254168233
webservice1_memory_1626198054,webservice1,memory,web,6,0,0,0,0.0,"['redisservice2', 'mobservice2', 'mobservice1', 'dbservice2', 'redisservice1']",4.0
mobservice2_memory_1626198509,mobservice2,memory,mobile,2,0,1,1,0.8,"['mobservice1', 'mobservice2', 'dbservice1', 'webservice2', 'logservice2']",45.6364580846628
mobservice2_memory_1626201727,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'mobservice1', 'redisservice1', 'redisservice2', 'webservice1']",91.83727921729833
webservice2_memory_1626204647,webservice2,memory,web,9,0,0,0,0.0,"['redisservice2', 'redisservice1', 'mobservice2', 'mobservice1', 'dbservice1']",3.0
logservice1_memory_1626208343,logservice1,memory,logging,9,0,0,0,0.0,"['dbservice1', 'redisservice2', 'mobservice2', 'mobservice1', 'webservice1']",1.0810130001561205
mobservice2_qr_expired_1626214192,mobservice2,qr_expired,mobile,5,0,0,1,0.2,"['mobservice1', 'logservice1', 'webservice2', 'webservice1', 'mobservice2']",8.749999999991852
logservice1_memory_1626218997,logservice1,memory,logging,9,0,0,0,0.0,"['redisservice2', 'mobservice1', 'redisservice1', 'mobservice2', 'dbservice2']",1.3705647701028763
mobservice1_qr_expired_1626223304,mobservice1,qr_expired,mobile,3,0,1,1,0.6,"['mobservice2', 'logservice2', 'mobservice1', 'webservice1', 'dbservice2']",512.9999999976181
webservice1_memory_1626236265,webservice1,memory,web,10,0,0,0,0.0,"['mobservice2', 'logservice1', 'mobservice1', 'webservice2', 'redisservice1']",2.07317258690199
mobservice2_memory_1626240489,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'redisservice2', 'redisservice1', 'mobservice1', 'webservice2']",253.08292682929866
mobservice1_memory_1626242718,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'redisservice2', 'mobservice2', 'webservice1', 'webservice2']",131.14484376962184
dbservice2_memory_1626243122,dbservice2,memory,database,9,0,0,0,0.0,"['mobservice1', 'redisservice1', 'redisservice2', 'webservice2', 'mobservice2']",4.0
redisservice2_memory_1626247718,redisservice2,memory,cache,3,0,1,1,0.6,"['mobservice2', 'mobservice1', 'redisservice2', 'webservice1', 'dbservice2']",37.651162790697676
logservice2_memory_1626248439,logservice2,memory,logging,10,0,0,0,0.0,"['mobservice1', 'mobservice2', 'redisservice2', 'redisservice1', 'webservice2']",0.8406016312842687
mobservice2_qr_expired_1626250092,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'webservice2', 'redisservice2', 'mobservice1']",319.0975206349206
mobservice1_qr_expired_1626255336,mobservice1,qr_expired,mobile,6,0,0,0,0.0,"['redisservice2', 'webservice1', 'dbservice1', 'mobservice2', 'dbservice2']",4.263058154715585
logservice2_memory_1626258183,logservice2,memory,logging,10,0,0,0,0.0,"['mobservice1', 'mobservice2', 'redisservice2', 'dbservice2', 'webservice1']",1.2407788843266296
webservice1_memory_1626258904,webservice1,memory,web,6,0,0,0,0.0,"['mobservice1', 'redisservice2', 'webservice2', 'mobservice2', 'redisservice1']",3.6666666666666665
webservice2_file_move_1626264600,webservice2,file_move,web,5,0,0,1,0.2,"['mobservice2', 'mobservice1', 'redisservice1', 'webservice1', 'webservice2']",22.0
webservice1_file_move_1626264600,webservice1,file_move,web,4,0,0,1,0.4,"['mobservice2', 'mobservice1', 'redisservice1', 'webservice1', 'webservice2']",27.77777777777778
dbservice1_memory_1626266259,dbservice1,memory,database,6,0,0,0,0.0,"['redisservice2', 'mobservice1', 'mobservice2', 'webservice2', 'redisservice1']",2.530068236717221
webservice2_memory_1626267308,webservice2,memory,web,7,0,0,0,0.0,"['mobservice1', 'dbservice1', 'redisservice2', 'logservice2', 'redisservice1']",2.4
redisservice1_memory_1626275221,redisservice1,memory,cache,3,0,1,1,0.6,"['mobservice1', 'mobservice2', 'redisservice1', 'redisservice2', 'webservice1']",59.32579185518773
redisservice1_memory_1626278567,redisservice1,memory,cache,4,0,0,1,0.4,"['mobservice1', 'redisservice2', 'mobservice2', 'redisservice1', 'webservice2']",5.664804469273676
mobservice1_memory_1626282681,mobservice1,memory,mobile,3,0,1,1,0.6,"['mobservice2', 'redisservice1', 'mobservice1', 'redisservice2', 'webservice2']",50.316258009442485
webservice2_memory_1626284568,webservice2,memory,web,7,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice1', 'redisservice1', 'dbservice1']",2.454719857041101
mobservice2_qr_expired_1626285754,mobservice2,qr_expired,mobile,9,0,0,0,0.0,"['mobservice1', 'redisservice2', 'webservice2', 'dbservice1', 'dbservice2']",1.3152732731723593
mobservice2_memory_1626286299,mobservice2,memory,mobile,3,0,1,1,0.6,"['dbservice2', 'mobservice1', 'mobservice2', 'redisservice2', 'redisservice1']",23.811445076900252
webservice2_memory_1626288105,webservice2,memory,web,3,0,1,1,0.6,"['mobservice1', 'redisservice2', 'webservice2', 'dbservice2', 'webservice1']",5.919501585430353
mobservice2_memory_1626294885,mobservice2,memory,mobile,8,0,0,0,0.0,"['mobservice1', 'redisservice2', 'dbservice2', 'webservice1', 'webservice2']",2.3076923076923075
mobservice1_qr_expired_1626296585,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['webservice1', 'mobservice1', 'redisservice2', 'dbservice1', 'webservice2']",46.68701002506259
dbservice2_memory_1626298216,dbservice2,memory,database,9,0,0,0,0.0,"['dbservice1', 'mobservice1', 'redisservice2', 'redisservice1', 'logservice2']",2.2857142857142856
mobservice1_memory_1626299070,mobservice1,memory,mobile,4,0,0,1,0.4,"['redisservice1', 'logservice1', 'mobservice2', 'mobservice1', 'webservice2']",34.53121701977808
dbservice1_memory_1626306060,dbservice1,memory,database,9,0,0,0,0.0,"['mobservice2', 'mobservice1', 'redisservice1', 'redisservice2', 'webservice2']",2.5710753961029074
redisservice2_memory_1626307296,redisservice2,memory,cache,5,0,0,1,0.2,"['mobservice2', 'mobservice1', 'redisservice1', 'webservice2', 'redisservice2']",6.513797313797314
webservice2_memory_1626314797,webservice2,memory,web,4,0,0,1,0.4,"['mobservice2', 'mobservice1', 'dbservice1', 'webservice2', 'webservice1']",13.817715999294288
dbservice2_memory_1626317541,dbservice2,memory,database,6,0,0,0,0.0,"['mobservice2', 'redisservice1', 'mobservice1', 'webservice1', 'webservice2']",6.8005792902579785
redisservice2_memory_1626319731,redisservice2,memory,cache,8,0,0,0,0.0,"['mobservice1', 'mobservice2', 'dbservice2', 'webservice1', 'logservice2']",2.8536724625467027
mobservice2_qr_expired_1626320898,mobservice2,qr_expired,mobile,6,0,0,0,0.0,"['webservice1', 'redisservice2', 'dbservice1', 'webservice2', 'mobservice1']",3.0
mobservice1_memory_1626322156,mobservice1,memory,mobile,2,0,1,1,0.8,"['mobservice2', 'mobservice1', 'redisservice2', 'webservice1', 'webservice2']",86.39333333323314
webservice1_memory_1626322165,webservice1,memory,web,4,0,0,1,0.4,"['mobservice2', 'mobservice1', 'redisservice2', 'webservice1', 'webservice2']",2.8
mobservice2_memory_1626323276,mobservice2,memory,mobile,3,0,1,1,0.6,"['mobservice1', 'redisservice2', 'mobservice2', 'redisservice1', 'webservice2']",78.68191699570906
logservice2_memory_1626325133,logservice2,memory,logging,8,0,0,0,0.0,"['mobservice2', 'mobservice1', 'redisservice1', 'redisservice2', 'webservice1']",1.5957826212620003
dbservice2_memory_1626325390,dbservice2,memory,database,8,0,0,0,0.0,"['mobservice2', 'redisservice2', 'webservice2', 'webservice1', 'mobservice1']",2.262998523695395
mobservice1_memory_1626326168,mobservice1,memory,mobile,3,0,1,1,0.6,"['mobservice2', 'webservice2', 'mobservice1', 'redisservice1', 'webservice1']",56.337378538567414
logservice1_memory_1626328055,logservice1,memory,logging,9,0,0,0,0.0,"['dbservice1', 'mobservice2', 'mobservice1', 'webservice2', 'dbservice2']",1.229468656716418
dbservice2_memory_1626334718,dbservice2,memory,database,3,0,1,1,0.6,"['mobservice1', 'redisservice2', 'dbservice2', 'redisservice1', 'dbservice1']",4.60221899585849
mobservice1_qr_expired_1626336309,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice2', 'dbservice1', 'redisservice2', 'redisservice1']",350.4073076923077
logservice1_memory_1626336834,logservice1,memory,logging,10,0,0,0,0.0,"['mobservice1', 'webservice1', 'webservice2', 'redisservice1', 'dbservice1']",0.7986493691132042
redisservice1_memory_1626337048,redisservice1,memory,cache,4,0,0,1,0.4,"['mobservice1', 'redisservice2', 'webservice1', 'redisservice1', 'dbservice1']",8.18969072165145
dbservice1_memory_1626338404,dbservice1,memory,database,9,0,0,0,0.0,"['redisservice2', 'mobservice1', 'mobservice2', 'dbservice2', 'webservice1']",2.3333333333333335
dbservice1_memory_1626343595,dbservice1,memory,database,4,0,0,1,0.4,"['mobservice1', 'dbservice2', 'mobservice2', 'dbservice1', 'redisservice1']",3.4567456232729317
mobservice1_memory_1626349453,mobservice1,memory,mobile,2,0,1,1,0.8,"['mobservice2', 'mobservice1', 'redisservice2', 'webservice1', 'redisservice1']",202.00000000018554
webservice1_file_move_1626351000,webservice1,file_move,web,5,0,0,1,0.2,"['mobservice2', 'mobservice1', 'redisservice2', 'redisservice1', 'webservice1']",53.0
mobservice2_qr_expired_1626353097,mobservice2,qr_expired,mobile,6,0,0,0,0.0,"['mobservice1', 'dbservice1', 'redisservice2', 'redisservice1', 'logservice2']",9.0
logservice2_memory_1626366727,logservice2,memory,logging,8,0,0,0,0.0,"['mobservice1', 'mobservice2', 'dbservice2', 'redisservice2', 'redisservice1']",2.644233066619356
dbservice2_memory_1626367699,dbservice2,memory,database,3,0,1,1,0.6,"['dbservice1', 'mobservice2', 'dbservice2', 'redisservice1', 'redisservice2']",102.47286821705427
mobservice1_qr_expired_1626368186,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice2', 'redisservice1', 'mobservice2', 'dbservice1']",380.8447937788019
logservice1_memory_1626371259,logservice1,memory,logging,7,0,0,0,0.0,"['dbservice2', 'mobservice2', 'mobservice1', 'dbservice1', 'webservice1']",3.167188108974132
webservice1_memory_1626371978,webservice1,memory,web,7,0,0,0,0.0,"['mobservice1', 'dbservice1', 'dbservice2', 'redisservice2', 'redisservice1']",3.2
dbservice2_memory_1626372232,dbservice2,memory,database,4,0,0,1,0.4,"['mobservice1', 'logservice2', 'redisservice2', 'dbservice2', 'dbservice1']",5.022301377841662
webservice2_memory_1626374035,webservice2,memory,web,7,0,0,0,0.0,"['dbservice1', 'dbservice2', 'mobservice2', 'redisservice2', 'redisservice1']",3.6
redisservice1_memory_1626374212,redisservice1,memory,cache,3,0,1,1,0.6,"['dbservice1', 'dbservice2', 'redisservice1', 'redisservice2', 'webservice2']",58.783369803092384
redisservice2_memory_1626375654,redisservice2,memory,cache,7,0,0,0,0.0,"['dbservice1', 'dbservice2', 'mobservice2', 'mobservice1', 'redisservice1']",4.936507936507937
mobservice2_qr_expired_1626386746,mobservice2,qr_expired,mobile,3,0,1,1,0.6,"['logservice2', 'webservice2', 'mobservice2', 'redisservice1', 'dbservice1']",52.182123710653734
logservice1_memory_1626391352,logservice1,memory,logging,6,0,0,0,0.0,"['mobservice2', 'redisservice2', 'redisservice1', 'webservice2', 'webservice1']",2.272872854186385
dbservice1_memory_1626393113,dbservice1,memory,database,3,0,1,1,0.6,"['mobservice2', 'dbservice2', 'dbservice1', 'mobservice1', 'redisservice2']",151.41690962105463
logservice2_memory_1626395096,logservice2,memory,logging,5,0,0,1,0.2,"['dbservice2', 'redisservice1', 'webservice2', 'dbservice1', 'logservice2']",6.278863445630049
mobservice1_qr_expired_1626404786,mobservice1,qr_expired,mobile,6,0,0,0,0.0,"['webservice2', 'webservice1', 'logservice2', 'mobservice2', 'dbservice2']",1.0
webservice1_memory_1626406508,webservice1,memory,web,10,0,0,0,0.0,"['mobservice2', 'mobservice1', 'redisservice1', 'webservice2', 'logservice2']",1.857738632083818
dbservice1_memory_1626409893,dbservice1,memory,database,7,0,0,0,0.0,"['mobservice2', 'mobservice1', 'dbservice2', 'webservice2', 'webservice1']",5.0
redisservice2_memory_1626410429,redisservice2,memory,cache,5,0,0,1,0.2,"['webservice2', 'dbservice2', 'mobservice1', 'mobservice2', 'redisservice2']",19.997071742313324
mobservice2_memory_1626411067,mobservice2,memory,mobile,4,0,0,1,0.4,"['mobservice1', 'dbservice2', 'redisservice2', 'mobservice2', 'redisservice1']",39.98099481219823
logservice2_memory_1626412771,logservice2,memory,logging,7,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice2', 'redisservice2', 'dbservice1']",2.351434077415303
dbservice2_memory_1626415344,dbservice2,memory,database,7,0,0,0,0.0,"['redisservice1', 'mobservice1', 'webservice2', 'mobservice2', 'webservice1']",3.5035885800348376
webservice2_memory_1626417018,webservice2,memory,web,8,0,0,0,0.0,"['dbservice1', 'dbservice2', 'redisservice1', 'mobservice1', 'redisservice2']",2.8518714468071935
dbservice2_memory_1626419131,dbservice2,memory,database,8,0,0,0,0.0,"['dbservice1', 'mobservice2', 'mobservice1', 'redisservice2', 'webservice1']",2.4113476865992367
logservice1_memory_1626419736,logservice1,memory,logging,8,0,0,0,0.0,"['mobservice1', 'mobservice2', 'redisservice1', 'redisservice2', 'webservice1']",2.6237537052007625
mobservice2_qr_expired_1626422509,mobservice2,qr_expired,mobile,8,0,0,0,0.0,"['logservice2', 'redisservice2', 'dbservice1', 'logservice1', 'webservice1']",9.0
dbservice1_memory_1626425140,dbservice1,memory,database,4,0,0,1,0.4,"['redisservice1', 'webservice1', 'webservice2', 'dbservice1', 'dbservice2']",8.544806432894019
webservice2_memory_1626427252,webservice2,memory,web,9,0,0,0,0.0,"['dbservice1', 'mobservice1', 'mobservice2', 'redisservice1', 'dbservice2']",1.5608583824719173
mobservice2_memory_1626429148,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'mobservice1', 'redisservice2', 'redisservice1', 'logservice1']",217.96624472578958
dbservice2_memory_1626430015,dbservice2,memory,database,3,0,1,1,0.6,"['mobservice2', 'mobservice1', 'dbservice2', 'redisservice2', 'redisservice1']",96.98892988921557
mobservice1_qr_expired_1626433510,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['webservice1', 'mobservice1', 'redisservice2', 'dbservice1', 'webservice2']",248.20828597560975
webservice1_memory_1626434165,webservice1,memory,web,8,0,0,0,0.0,"['mobservice2', 'logservice2', 'dbservice2', 'mobservice1', 'webservice2']",4.0364962273334495
mobservice2_memory_1626439231,mobservice2,memory,mobile,4,0,0,1,0.4,"['dbservice1', 'dbservice2', 'redisservice1', 'mobservice2', 'mobservice1']",37.30220979599807
dbservice2_memory_1626442568,dbservice2,memory,database,4,0,0,1,0.4,"['dbservice1', 'mobservice2', 'mobservice1', 'dbservice2', 'redisservice1']",75.54597701149493
mobservice1_memory_1626444105,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'redisservice1', 'mobservice2', 'dbservice1', 'webservice1']",218.34599156118193
redisservice1_memory_1626444115,redisservice1,memory,cache,2,0,1,1,0.8,"['mobservice1', 'redisservice1', 'mobservice2', 'dbservice1', 'webservice1']",29.024154589355657
mobservice1_memory_1626448997,mobservice1,memory,mobile,2,0,1,1,0.8,"['logservice1', 'mobservice1', 'redisservice1', 'mobservice2', 'redisservice2']",91.8943661971094
mobservice2_qr_expired_1626455756,mobservice2,qr_expired,mobile,4,0,0,1,0.4,"['dbservice1', 'dbservice2', 'webservice1', 'mobservice2', 'webservice2']",12.022625325330488
mobservice2_memory_1626458752,mobservice2,memory,mobile,5,0,0,1,0.2,"['redisservice1', 'logservice2', 'dbservice1', 'mobservice1', 'mobservice2']",2.7037316806094815
dbservice2_memory_1626459595,dbservice2,memory,database,3,0,1,1,0.6,"['mobservice2', 'dbservice1', 'dbservice2', 'mobservice1', 'redisservice1']",123.84105960264901
mobservice1_qr_expired_1626462926,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['webservice1', 'mobservice1', 'dbservice2', 'logservice1', 'logservice2']",251.00005038759696
logservice2_memory_1626469838,logservice2,memory,logging,3,0,1,1,0.6,"['webservice1', 'mobservice1', 'logservice2', 'dbservice1', 'webservice2']",30.553605353446564
dbservice1_memory_1626473914,dbservice1,memory,database,3,0,1,1,0.6,"['mobservice2', 'redisservice2', 'dbservice1', 'webservice2', 'webservice1']",9.55966014037644
mobservice2_memory_1626474951,mobservice2,memory,mobile,2,0,1,1,0.8,"['mobservice1', 'mobservice2', 'redisservice1', 'webservice1', 'webservice2']",58.64834335791791
mobservice1_memory_1626488862,mobservice1,memory,mobile,2,0,1,1,0.8,"['mobservice2', 'mobservice1', 'redisservice2', 'webservice1', 'dbservice1']",62.09002994808626
mobservice2_qr_expired_1626488967,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['webservice1', 'mobservice2', 'mobservice1', 'dbservice1', 'redisservice2']",773.5247182539683
mobservice1_qr_expired_1626491905,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['webservice1', 'mobservice1', 'mobservice2', 'dbservice1', 'logservice2']",526.665880952381
redisservice2_memory_1626496139,redisservice2,memory,cache,3,0,1,1,0.6,"['mobservice2', 'webservice2', 'redisservice2', 'dbservice1', 'webservice1']",35.92685475444096
dbservice2_memory_1626497813,dbservice2,memory,database,10,0,0,0,0.0,"['mobservice2', 'logservice1', 'webservice2', 'redisservice2', 'redisservice1']",2.259829740778385
webservice1_memory_1626498601,webservice1,memory,web,8,0,0,0,0.0,"['mobservice2', 'webservice2', 'mobservice1', 'redisservice2', 'redisservice1']",1.5993417706262492
logservice2_memory_1626498816,logservice2,memory,logging,8,0,0,0,0.0,"['mobservice2', 'webservice2', 'mobservice1', 'redisservice2', 'webservice1']",2.612582224498781
webservice2_memory_1626506288,webservice2,memory,web,2,0,1,1,0.8,"['mobservice2', 'webservice2', 'webservice1', 'redisservice2', 'dbservice2']",18.63497999046285
webservice1_file_move_1626509400,webservice1,file_move,web,4,0,0,1,0.4,"['mobservice2', 'dbservice1', 'mobservice1', 'webservice1', 'webservice2']",26.0
dbservice1_memory_1626511514,dbservice1,memory,database,4,0,0,1,0.4,"['mobservice2', 'mobservice1', 'webservice1', 'dbservice1', 'webservice2']",42.340400745572865
mobservice2_qr_expired_1626516592,mobservice2,qr_expired,mobile,9,0,0,0,0.0,"['webservice2', 'logservice2', 'logservice1', 'redisservice2', 'dbservice1']",1.2404969332343612
redisservice1_memory_1626517230,redisservice1,memory,cache,6,0,0,0,0.0,"['dbservice2', 'mobservice1', 'webservice1', 'logservice2', 'redisservice2']",3.0060531631163783
mobservice2_memory_1626520226,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'dbservice1', 'mobservice1', 'redisservice2', 'webservice2']",130.75252525251378
mobservice1_qr_expired_1626520267,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'mobservice2', 'dbservice2', 'redisservice1']",705.6856577060933
redisservice1_memory_1626520325,redisservice1,memory,cache,9,0,0,0,0.0,"['mobservice2', 'redisservice2', 'mobservice1', 'webservice1', 'webservice2']",3.0067567567566713
webservice2_memory_1626525063,webservice2,memory,web,6,0,0,0,0.0,"['dbservice1', 'dbservice2', 'redisservice1', 'mobservice1', 'logservice2']",8.063761086649865
mobservice1_memory_1626534607,mobservice1,memory,mobile,9,0,0,0,0.0,"['logservice2', 'webservice2', 'mobservice2', 'webservice1', 'dbservice2']",2.9100615022621557
mobservice2_memory_1626538101,mobservice2,memory,mobile,3,0,1,1,0.6,"['mobservice1', 'dbservice1', 'mobservice2', 'redisservice1', 'webservice1']",164.31746031744837
mobservice1_memory_1626538445,mobservice1,memory,mobile,6,0,0,0,0.0,"['dbservice1', 'redisservice1', 'mobservice2', 'redisservice2', 'logservice2']",3.9499539453484975
dbservice1_memory_1626540721,dbservice1,memory,database,1,1,1,1,1.0,"['dbservice1', 'dbservice2', 'redisservice2', 'redisservice1', 'webservice1']",345.87248322127834
logservice1_memory_1626541123,logservice1,memory,logging,6,0,0,0,0.0,"['mobservice2', 'redisservice1', 'webservice1', 'redisservice2', 'dbservice1']",3.8507157464212494
webservice1_memory_1626548045,webservice1,memory,web,9,0,0,0,0.0,"['dbservice2', 'mobservice1', 'redisservice2', 'webservice2', 'logservice2']",2.1136706486728722
mobservice2_qr_expired_1626548205,mobservice2,qr_expired,mobile,3,0,1,1,0.6,"['dbservice1', 'mobservice1', 'mobservice2', 'webservice2', 'logservice1']",61.6234176955091
mobservice1_qr_expired_1626551052,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'dbservice1', 'logservice1', 'logservice2', 'webservice2']",9.0
logservice1_memory_1626551793,logservice1,memory,logging,2,0,1,1,0.8,"['logservice2', 'logservice1', 'webservice1', 'dbservice2', 'redisservice1']",30.534412156012127
redisservice1_memory_1626552122,redisservice1,memory,cache,6,0,0,0,0.0,"['dbservice1', 'mobservice2', 'logservice2', 'webservice1', 'logservice1']",3.1955315975540386
dbservice1_memory_1626552538,dbservice1,memory,database,2,0,1,1,0.8,"['mobservice2', 'dbservice1', 'dbservice2', 'mobservice1', 'webservice1']",205.43426294813784
mobservice1_memory_1626555752,mobservice1,memory,mobile,3,0,1,1,0.6,"['redisservice2', 'redisservice1', 'mobservice1', 'webservice1', 'webservice2']",36.036278720476346
logservice2_memory_1626568670,logservice2,memory,logging,10,0,0,0,0.0,"['dbservice1', 'redisservice1', 'redisservice2', 'mobservice1', 'webservice2']",1.1832490484550664
logservice1_memory_1626571662,logservice1,memory,logging,10,0,0,0,0.0,"['mobservice2', 'dbservice2', 'mobservice1', 'webservice1', 'dbservice1']",1.4285714285714286
logservice1_memory_1626575299,logservice1,memory,logging,9,0,0,0,0.0,"['dbservice2', 'webservice1', 'mobservice2', 'redisservice1', 'dbservice1']",2.3333333333333335
mobservice2_qr_expired_1626576971,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'webservice2', 'dbservice1', 'dbservice2']",338.34048519736837
mobservice1_qr_expired_1626580037,mobservice1,qr_expired,mobile,3,0,1,1,0.6,"['webservice1', 'mobservice2', 'mobservice1', 'redisservice1', 'redisservice2']",328.14378181818176
dbservice2_memory_1626585941,dbservice2,memory,database,8,0,0,0,0.0,"['mobservice1', 'redisservice1', 'webservice2', 'webservice1', 'redisservice2']",2.017747065059475
webservice2_memory_1626589456,webservice2,memory,web,2,0,1,1,0.8,"['mobservice1', 'webservice2', 'dbservice2', 'redisservice2', 'logservice2']",20.422540598736674
dbservice1_memory_1626598508,dbservice1,memory,database,3,0,1,1,0.6,"['mobservice1', 'dbservice2', 'dbservice1', 'redisservice1', 'webservice2']",77.17541709149445
dbservice2_memory_1626602315,dbservice2,memory,database,9,0,0,0,0.0,"['redisservice1', 'mobservice2', 'dbservice1', 'logservice2', 'redisservice2']",1.546210287684144
webservice1_memory_1626605103,webservice1,memory,web,9,0,0,0,0.0,"['mobservice2', 'webservice2', 'dbservice2', 'redisservice2', 'logservice1']",2.3406318569094493
mobservice2_memory_1626607047,mobservice2,memory,mobile,7,0,0,0,0.0,"['mobservice1', 'redisservice2', 'dbservice1', 'redisservice1', 'webservice2']",2.648992544272848
mobservice1_qr_expired_1626607583,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'redisservice2', 'logservice1', 'dbservice1', 'logservice2']",27.078305555555573
dbservice2_memory_1626607598,dbservice2,memory,database,7,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice2', 'webservice1', 'dbservice1']",2.0311017805769382
mobservice2_qr_expired_1626607755,mobservice2,qr_expired,mobile,8,0,0,0,0.0,"['redisservice2', 'logservice2', 'dbservice2', 'logservice1', 'redisservice1']",3.0
mobservice1_memory_1626607827,mobservice1,memory,mobile,5,0,0,1,0.2,"['mobservice2', 'dbservice2', 'redisservice2', 'redisservice1', 'mobservice1']",29.667438511208957
logservice1_memory_1626608283,logservice1,memory,logging,10,0,0,0,0.0,"['dbservice1', 'dbservice2', 'redisservice2', 'redisservice1', 'webservice1']",1.25
logservice1_memory_1626632009,logservice1,memory,logging,9,0,0,0,0.0,"['dbservice1', 'mobservice2', 'redisservice2', 'mobservice1', 'webservice2']",2.0110997728534254
mobservice1_qr_expired_1626632651,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'mobservice2', 'dbservice2', 'logservice2']",300.93634693877544
mobservice1_memory_1626635810,mobservice1,memory,mobile,2,0,1,1,0.8,"['mobservice2', 'mobservice1', 'webservice2', 'redisservice2', 'webservice1']",100.79983991082662
mobservice2_qr_expired_1626636652,mobservice2,qr_expired,mobile,8,0,0,0,0.0,"['redisservice2', 'dbservice1', 'mobservice1', 'webservice1', 'redisservice1']",3.288897234802918
mobservice1_memory_1626640654,mobservice1,memory,mobile,10,0,0,0,0.0,"['redisservice2', 'webservice1', 'redisservice1', 'logservice1', 'mobservice2']",1.152500387383412
dbservice2_memory_1626647915,dbservice2,memory,database,1,1,1,1,1.0,"['dbservice2', 'mobservice1', 'mobservice2', 'webservice2', 'webservice1']",221.20851063829787
dbservice2_memory_1626651683,dbservice2,memory,database,2,0,1,1,0.8,"['mobservice1', 'dbservice2', 'webservice2', 'webservice1', 'redisservice2']",72.6923076923077
