case_id,root_service,fault_type,service_family,budget,policy,rank,top1,top3,top5,avg_at_5,trace_rows_kept,trace_bytes_kept,metric_samples_kept,metric_bytes_kept,minutes_kept,services_kept
redisservice1_memory_1625174903,redisservice1,memory,cache,0.25,random_multibudget,3,0,1,1,0.6,507.0,91260.0,72.0,1728.0,3,3
redisservice2_memory_1625175011,redisservice2,memory,cache,0.25,random_multibudget,2,0,1,1,0.8,359.0,64620.0,72.0,1728.0,3,3
dbservice1_memory_1625178785,dbservice1,memory,database,0.25,random_multibudget,2,0,1,1,0.8,330.0,59400.0,72.0,1728.0,3,3
redisservice2_memory_1625179202,redisservice2,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,354.0,63720.0,72.0,1728.0,3,3
mobservice2_qr_expired_1625179967,mobservice2,qr_expired,mobile,0.25,random_multibudget,1,1,1,1,1.0,115.0,20700.0,24.0,576.0,1,3
mobservice1_qr_expired_1625182698,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,156.0,28080.0,24.0,576.0,1,3
dbservice1_memory_1625188889,dbservice1,memory,database,0.25,random_multibudget,3,0,1,1,0.6,432.0,77760.0,72.0,1728.0,3,3
dbservice2_memory_1625193002,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,409.0,73620.0,72.0,1728.0,3,3
mobservice1_memory_1625197067,mobservice1,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,380.0,68400.0,48.0,1152.0,3,3
mobservice2_memory_1625200044,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,395.0,71100.0,48.0,1152.0,3,3
logservice2_memory_1625204004,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,356.0,64080.0,24.0,576.0,3,3
mobservice2_memory_1625205092,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,491.0,88380.0,72.0,1728.0,3,3
logservice1_memory_1625207751,logservice1,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,464.0,83520.0,0.0,0.0,3,3
mobservice1_qr_expired_1625210087,mobservice1,qr_expired,mobile,0.25,random_multibudget,1,1,1,1,1.0,118.0,21240.0,8.0,192.0,1,3
mobservice2_qr_expired_1625210422,mobservice2,qr_expired,mobile,0.25,random_multibudget,2,0,1,1,0.8,109.0,19620.0,16.0,384.0,1,3
webservice2_memory_1625212312,webservice2,memory,web,0.25,random_multibudget,999,0,0,0,0.0,488.0,87840.0,24.0,576.0,3,3
logservice2_memory_1625221783,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,328.0,59040.0,24.0,576.0,3,3
webservice1_memory_1625222072,webservice1,memory,web,0.25,random_multibudget,3,0,1,1,0.6,303.0,54540.0,0.0,0.0,3,3
mobservice1_memory_1625224444,mobservice1,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,326.0,58680.0,48.0,1152.0,3,3
dbservice1_memory_1625231603,dbservice1,memory,database,0.25,random_multibudget,999,0,0,0,0.0,420.0,75600.0,48.0,1152.0,3,3
mobservice1_memory_1625232540,mobservice1,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,320.0,57600.0,48.0,1152.0,3,3
logservice1_memory_1625234459,logservice1,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,427.0,76860.0,48.0,1152.0,3,3
mobservice2_memory_1625235821,mobservice2,memory,mobile,0.25,random_multibudget,1,1,1,1,1.0,334.0,60120.0,48.0,1152.0,3,3
mobservice2_memory_1625240040,mobservice2,memory,mobile,0.25,random_multibudget,1,1,1,1,1.0,416.0,74880.0,48.0,1152.0,3,3
mobservice1_qr_expired_1625240727,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,118.0,21240.0,24.0,576.0,1,3
mobservice2_qr_expired_1625242846,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,87.0,15660.0,8.0,192.0,1,3
dbservice1_memory_1625243441,dbservice1,memory,database,0.25,random_multibudget,999,0,0,0,0.0,297.0,53460.0,48.0,1152.0,3,3
mobservice1_memory_1625247576,mobservice1,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,325.0,58500.0,48.0,1152.0,3,3
redisservice2_memory_1625250114,redisservice2,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,405.0,72900.0,48.0,1152.0,3,3
webservice1_file_move_1625256600,webservice1,file_move,web,0.25,random_multibudget,1,1,1,1,1.0,315.0,56700.0,0.0,0.0,3,3
dbservice2_memory_1625257548,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,309.0,55620.0,0.0,0.0,3,3
redisservice2_memory_1625264600,redisservice2,memory,cache,0.25,random_multibudget,1,1,1,1,1.0,463.0,83340.0,0.0,0.0,3,3
dbservice2_memory_1625269953,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,437.0,78660.0,0.0,0.0,3,3
mobservice1_qr_expired_1625271564,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,142.0,25560.0,0.0,0.0,1,3
redisservice1_memory_1625272609,redisservice1,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,403.0,72540.0,0.0,0.0,3,3
mobservice2_qr_expired_1625275953,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,159.0,28620.0,0.0,0.0,1,3
logservice1_memory_1625285989,logservice1,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,481.0,86580.0,0.0,0.0,3,3
mobservice1_qr_expired_1625296713,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,99.0,17820.0,16.0,384.0,1,3
logservice1_memory_1625298536,logservice1,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,352.0,63360.0,24.0,576.0,3,3
mobservice2_qr_expired_1625302666,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,132.0,23760.0,16.0,384.0,1,3
logservice2_memory_1625304365,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,373.0,67140.0,24.0,576.0,3,3
mobservice2_memory_1625305876,mobservice2,memory,mobile,0.25,random_multibudget,2,0,1,1,0.8,345.0,62100.0,48.0,1152.0,3,3
logservice1_memory_1625311435,logservice1,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,344.0,61920.0,48.0,1152.0,3,3
redisservice2_memory_1625320792,redisservice2,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,317.0,57060.0,24.0,576.0,3,3
redisservice2_memory_1625324488,redisservice2,memory,cache,0.25,random_multibudget,3,0,1,1,0.6,328.0,59040.0,24.0,576.0,3,3
mobservice1_qr_expired_1625325200,mobservice1,qr_expired,mobile,0.25,random_multibudget,2,0,1,1,0.8,84.0,15120.0,16.0,384.0,1,3
webservice2_memory_1625325487,webservice2,memory,web,0.25,random_multibudget,999,0,0,0,0.0,263.0,47340.0,48.0,1152.0,3,3
logservice2_memory_1625325873,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,282.0,50760.0,48.0,1152.0,3,3
redisservice1_memory_1625332594,redisservice1,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,437.0,78660.0,24.0,576.0,3,3
mobservice2_qr_expired_1625334978,mobservice2,qr_expired,mobile,0.25,random_multibudget,1,1,1,1,1.0,118.0,21240.0,24.0,576.0,1,3
mobservice1_memory_1625353753,mobservice1,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,431.0,77580.0,24.0,576.0,3,3
mobservice1_qr_expired_1625355663,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,119.0,21420.0,8.0,192.0,1,3
dbservice2_memory_1625356783,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,343.0,61740.0,72.0,1728.0,3,3
mobservice2_memory_1625359712,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,320.0,57600.0,48.0,1152.0,3,3
mobservice2_qr_expired_1625360218,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,117.0,21060.0,16.0,384.0,1,3
logservice1_memory_1625360381,logservice1,memory,logging,0.25,random_multibudget,1,1,1,1,1.0,338.0,60840.0,72.0,1728.0,3,3
webservice2_file_move_1625361000,webservice2,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,261.0,46980.0,72.0,1728.0,3,3
dbservice2_memory_1625363058,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,353.0,63540.0,48.0,1152.0,3,3
webservice2_memory_1625367620,webservice2,memory,web,0.25,random_multibudget,2,0,1,1,0.8,329.0,59220.0,48.0,1152.0,3,3
webservice1_file_move_1625371800,webservice1,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,278.0,50040.0,48.0,1152.0,3,3
webservice1_memory_1625373179,webservice1,memory,web,0.25,random_multibudget,999,0,0,0,0.0,470.0,84600.0,48.0,1152.0,3,3
logservice2_memory_1625379370,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,481.0,86580.0,0.0,0.0,3,3
mobservice1_memory_1625379697,mobservice1,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,359.0,64620.0,48.0,1152.0,3,3
webservice1_memory_1625380916,webservice1,memory,web,0.25,random_multibudget,999,0,0,0,0.0,366.0,65880.0,24.0,576.0,3,3
webservice2_memory_1625381030,webservice2,memory,web,0.25,random_multibudget,999,0,0,0,0.0,360.0,64800.0,48.0,1152.0,3,3
mobservice1_qr_expired_1625383443,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,108.0,19440.0,16.0,384.0,1,3
dbservice1_memory_1625384013,dbservice1,memory,database,0.25,random_multibudget,2,0,1,1,0.8,394.0,70920.0,48.0,1152.0,3,3
webservice2_file_move_1625386200,webservice2,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,549.0,98820.0,24.0,576.0,3,3
mobservice2_qr_expired_1625390816,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,158.0,28440.0,8.0,192.0,1,3
logservice2_memory_1625396241,logservice2,memory,logging,0.25,random_multibudget,3,0,1,1,0.6,352.0,63360.0,24.0,576.0,3,3
webservice1_file_move_1625400601,webservice1,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,440.0,79200.0,24.0,576.0,3,3
mobservice1_qr_expired_1625409300,mobservice1,qr_expired,mobile,0.25,random_multibudget,3,0,1,1,0.6,129.0,23220.0,8.0,192.0,1,3
dbservice1_memory_1625411468,dbservice1,memory,database,0.25,random_multibudget,999,0,0,0,0.0,567.0,102060.0,0.0,0.0,3,3
webservice1_memory_1625415630,webservice1,memory,web,0.25,random_multibudget,2,0,1,1,0.8,389.0,70020.0,0.0,0.0,3,3
webservice2_memory_1625418006,webservice2,memory,web,0.25,random_multibudget,2,0,1,1,0.8,505.0,90900.0,48.0,1152.0,3,3
dbservice1_memory_1625418705,dbservice1,memory,database,0.25,random_multibudget,999,0,0,0,0.0,323.0,58140.0,24.0,576.0,3,3
redisservice1_memory_1625420467,redisservice1,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,306.0,55080.0,0.0,0.0,3,3
logservice2_memory_1625421899,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,318.0,57240.0,24.0,576.0,3,3
webservice2_memory_1625424557,webservice2,memory,web,0.25,random_multibudget,999,0,0,0,0.0,310.0,55800.0,24.0,576.0,3,3
mobservice2_qr_expired_1625425284,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,92.0,16560.0,8.0,192.0,1,3
logservice2_memory_1625425518,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,324.0,58320.0,24.0,576.0,3,3
mobservice1_qr_expired_1625436871,mobservice1,qr_expired,mobile,0.25,random_multibudget,1,1,1,1,1.0,189.0,34020.0,0.0,0.0,1,3
logservice1_memory_1625437325,logservice1,memory,logging,0.25,random_multibudget,1,1,1,1,1.0,506.0,91080.0,0.0,0.0,3,3
redisservice1_memory_1625453062,redisservice1,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,333.0,59940.0,0.0,0.0,3,3
mobservice2_qr_expired_1625455022,mobservice2,qr_expired,mobile,0.25,random_multibudget,1,1,1,1,1.0,157.0,28260.0,0.0,0.0,1,3
logservice1_memory_1625455375,logservice1,memory,logging,0.25,random_multibudget,2,0,1,1,0.8,332.0,59760.0,0.0,0.0,3,3
dbservice2_memory_1625459089,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,424.0,76320.0,0.0,0.0,3,3
dbservice2_memory_1625463515,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,430.0,77400.0,0.0,0.0,3,3
logservice2_memory_1625469878,logservice2,memory,logging,0.25,random_multibudget,3,0,1,1,0.6,438.0,78840.0,0.0,0.0,3,3
mobservice1_qr_expired_1625473216,mobservice1,qr_expired,mobile,0.25,random_multibudget,3,0,1,1,0.6,108.0,19440.0,24.0,576.0,1,3
redisservice1_memory_1625473678,redisservice1,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,384.0,69120.0,72.0,1728.0,3,3
logservice1_memory_1625474243,logservice1,memory,logging,0.25,random_multibudget,3,0,1,1,0.6,460.0,82800.0,72.0,1728.0,3,3
logservice2_memory_1625483091,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,263.0,47340.0,72.0,1728.0,3,3
mobservice2_qr_expired_1625489299,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,163.0,29340.0,24.0,576.0,1,3
redisservice2_memory_1625493529,redisservice2,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,321.0,57780.0,72.0,1728.0,3,3
logservice1_memory_1625493602,logservice1,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,299.0,53820.0,72.0,1728.0,3,3
webservice2_file_move_1625501400,webservice2,file_move,web,0.25,random_multibudget,3,0,1,1,0.6,385.0,69300.0,72.0,1728.0,3,3
mobservice1_qr_expired_1625505879,mobservice1,qr_expired,mobile,0.25,random_multibudget,1,1,1,1,1.0,91.0,16380.0,24.0,576.0,1,3
logservice1_memory_1625506342,logservice1,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,425.0,76500.0,72.0,1728.0,3,3
webservice1_memory_1625506658,webservice1,memory,web,0.25,random_multibudget,3,0,1,1,0.6,322.0,57960.0,72.0,1728.0,3,3
redisservice1_memory_1625508996,redisservice1,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,276.0,49680.0,72.0,1728.0,3,3
logservice2_memory_1625511359,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,305.0,54900.0,72.0,1728.0,3,3
redisservice2_memory_1625512043,redisservice2,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,292.0,52560.0,72.0,1728.0,3,3
logservice2_memory_1625518598,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,572.0,102960.0,72.0,1728.0,3,3
logservice1_memory_1625519722,logservice1,memory,logging,0.25,random_multibudget,2,0,1,1,0.8,496.0,89280.0,72.0,1728.0,3,3
mobservice2_qr_expired_1625521837,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,90.0,16200.0,24.0,576.0,1,3
webservice1_memory_1625522955,webservice1,memory,web,0.25,random_multibudget,999,0,0,0,0.0,472.0,84960.0,72.0,1728.0,3,3
mobservice2_memory_1625527607,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,474.0,85320.0,72.0,1728.0,3,3
logservice2_memory_1625530676,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,110.0,19800.0,72.0,1728.0,3,3
logservice2_memory_1625537669,logservice2,memory,logging,0.25,random_multibudget,3,0,1,1,0.6,115.0,20700.0,72.0,1728.0,3,3
mobservice1_qr_expired_1625542705,mobservice1,qr_expired,mobile,0.25,random_multibudget,2,0,1,1,0.8,30.0,5400.0,24.0,576.0,1,3
webservice1_memory_1625546136,webservice1,memory,web,0.25,random_multibudget,2,0,1,1,0.8,350.0,63000.0,72.0,1728.0,3,3
mobservice2_memory_1625552888,mobservice2,memory,mobile,0.25,random_multibudget,2,0,1,1,0.8,125.0,22500.0,72.0,1728.0,3,3
mobservice2_qr_expired_1625553275,mobservice2,qr_expired,mobile,0.25,random_multibudget,1,1,1,1,1.0,26.0,4680.0,24.0,576.0,1,3
webservice2_file_move_1625559000,webservice2,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,672.0,120960.0,72.0,1728.0,3,3
dbservice2_memory_1625564139,dbservice2,memory,database,0.25,random_multibudget,1,1,1,1,1.0,77.0,13860.0,72.0,1728.0,3,3
logservice2_memory_1625567926,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,0.0,0.0,72.0,1728.0,3,3
logservice2_memory_1625572292,logservice2,memory,logging,0.25,random_multibudget,2,0,1,1,0.8,0.0,0.0,72.0,1728.0,3,3
dbservice1_memory_1625578885,dbservice1,memory,database,0.25,random_multibudget,999,0,0,0,0.0,101.0,18180.0,72.0,1728.0,3,3
dbservice2_memory_1625579430,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,117.0,21060.0,72.0,1728.0,3,3
mobservice1_qr_expired_1625580525,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,0.0,0.0,24.0,576.0,1,3
dbservice1_memory_1625582957,dbservice1,memory,database,0.25,random_multibudget,999,0,0,0,0.0,92.0,16560.0,72.0,1728.0,3,3
mobservice2_memory_1625584788,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,0.0,0.0,72.0,1728.0,3,3
mobservice2_qr_expired_1625586485,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,51.0,9180.0,24.0,576.0,1,3
dbservice2_memory_1625587157,dbservice2,memory,database,0.25,random_multibudget,1,1,1,1,1.0,86.0,15480.0,72.0,1728.0,3,3
webservice2_file_move_1625587800,webservice2,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,127.0,22860.0,72.0,1728.0,3,3
webservice1_memory_1625607930,webservice1,memory,web,0.25,random_multibudget,999,0,0,0,0.0,261.0,46980.0,72.0,1728.0,3,3
redisservice1_memory_1625609699,redisservice1,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,167.0,30060.0,72.0,1728.0,3,3
webservice2_memory_1625614232,webservice2,memory,web,0.25,random_multibudget,999,0,0,0,0.0,158.0,28440.0,72.0,1728.0,3,3
logservice2_memory_1625617463,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,159.0,28620.0,72.0,1728.0,3,3
redisservice2_memory_1625620800,redisservice2,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,0.0,0.0,72.0,1728.0,3,3
mobservice1_qr_expired_1625625195,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,43.0,7740.0,24.0,576.0,1,3
logservice2_memory_1625630457,logservice2,memory,logging,0.25,random_multibudget,2,0,1,1,0.8,153.0,27540.0,72.0,1728.0,3,3
webservice1_file_move_1625631001,webservice1,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,60.0,10800.0,72.0,1728.0,3,3
redisservice1_memory_1625631347,redisservice1,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,0.0,0.0,72.0,1728.0,3,3
mobservice2_qr_expired_1625632041,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,108.0,19440.0,24.0,576.0,1,3
dbservice2_memory_1625634388,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,349.0,62820.0,72.0,1728.0,3,3
dbservice1_memory_1625637896,dbservice1,memory,database,0.25,random_multibudget,999,0,0,0,0.0,89.0,16020.0,72.0,1728.0,3,3
logservice1_memory_1625642174,logservice1,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,181.0,32580.0,72.0,1728.0,3,3
logservice2_memory_1625644104,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,78.0,14040.0,72.0,1728.0,3,3
webservice2_memory_1625649699,webservice2,memory,web,0.25,random_multibudget,999,0,0,0,0.0,69.0,12420.0,72.0,1728.0,3,3
dbservice2_memory_1625656892,dbservice2,memory,database,0.25,random_multibudget,2,0,1,1,0.8,168.0,30240.0,72.0,1728.0,3,3
webservice1_memory_1625662559,webservice1,memory,web,0.25,random_multibudget,999,0,0,0,0.0,80.0,14400.0,72.0,1728.0,3,3
mobservice1_qr_expired_1625667731,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,22.0,3960.0,24.0,576.0,1,3
mobservice1_memory_1625667742,mobservice1,memory,mobile,0.25,random_multibudget,2,0,1,1,0.8,117.0,21060.0,72.0,1728.0,3,3
dbservice2_memory_1625669580,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,123.0,22140.0,72.0,1728.0,3,3
dbservice1_memory_1625671282,dbservice1,memory,database,0.25,random_multibudget,1,1,1,1,1.0,61.0,10980.0,72.0,1728.0,3,3
logservice1_memory_1625673674,logservice1,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,246.0,44280.0,72.0,1728.0,3,3
dbservice1_memory_1625675230,dbservice1,memory,database,0.25,random_multibudget,2,0,1,1,0.8,87.0,15660.0,72.0,1728.0,3,3
mobservice2_qr_expired_1625675866,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,26.0,4680.0,24.0,576.0,1,3
mobservice2_memory_1625676811,mobservice2,memory,mobile,0.25,random_multibudget,1,1,1,1,1.0,157.0,28260.0,72.0,1728.0,3,3
dbservice1_memory_1625679820,dbservice1,memory,database,0.25,random_multibudget,2,0,1,1,0.8,141.0,25380.0,72.0,1728.0,3,3
mobservice2_memory_1625680798,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,70.0,12600.0,72.0,1728.0,3,3
redisservice2_memory_1625692590,redisservice2,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,84.0,15120.0,72.0,1728.0,3,3
mobservice2_memory_1625692971,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,85.0,15300.0,72.0,1728.0,3,3
mobservice2_memory_1625697606,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,0.0,0.0,72.0,1728.0,3,3
redisservice1_memory_1625699447,redisservice1,memory,cache,0.25,random_multibudget,2,0,1,1,0.8,249.0,44820.0,72.0,1728.0,3,3
mobservice1_memory_1625703099,mobservice1,memory,mobile,0.25,random_multibudget,1,1,1,1,1.0,256.0,46080.0,72.0,1728.0,3,3
dbservice2_memory_1625704892,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,339.0,61020.0,72.0,1728.0,3,3
webservice1_file_move_1625706600,webservice1,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,177.0,31860.0,72.0,1728.0,3,3
mobservice1_qr_expired_1625711646,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,65.0,11700.0,24.0,576.0,1,3
dbservice2_memory_1625711897,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,284.0,51120.0,72.0,1728.0,3,3
logservice1_memory_1625715126,logservice1,memory,logging,0.25,random_multibudget,2,0,1,1,0.8,230.0,41400.0,72.0,1728.0,3,3
webservice1_memory_1625715729,webservice1,memory,web,0.25,random_multibudget,999,0,0,0,0.0,287.0,51660.0,72.0,1728.0,3,3
dbservice2_memory_1625720058,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,234.0,42120.0,72.0,1728.0,3,3
mobservice2_qr_expired_1625722797,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,64.0,11520.0,24.0,576.0,1,3
logservice2_memory_1625732122,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,315.0,56700.0,72.0,1728.0,3,3
redisservice2_memory_1625733844,redisservice2,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,245.0,44100.0,72.0,1728.0,3,3
webservice2_memory_1625734162,webservice2,memory,web,0.25,random_multibudget,3,0,1,1,0.6,239.0,43020.0,72.0,1728.0,3,3
mobservice1_memory_1625735045,mobservice1,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,370.0,66600.0,74.0,1776.0,3,3
logservice1_memory_1625737305,logservice1,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,201.0,36180.0,72.0,1728.0,3,3
mobservice2_memory_1625738510,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,145.0,26100.0,72.0,1728.0,3,3
mobservice2_memory_1625742099,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,196.0,35280.0,72.0,1728.0,3,3
webservice1_memory_1625744233,webservice1,memory,web,0.25,random_multibudget,999,0,0,0,0.0,183.0,32940.0,72.0,1728.0,3,3
webservice2_memory_1625744497,webservice2,memory,web,0.25,random_multibudget,999,0,0,0,0.0,187.0,33660.0,72.0,1728.0,3,3
webservice2_memory_1625747511,webservice2,memory,web,0.25,random_multibudget,999,0,0,0,0.0,241.0,43380.0,72.0,1728.0,3,3
redisservice2_memory_1625752669,redisservice2,memory,cache,0.25,random_multibudget,2,0,1,1,0.8,363.0,65340.0,72.0,1728.0,3,3
logservice2_memory_1625756295,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,250.0,45000.0,72.0,1728.0,3,3
mobservice1_qr_expired_1625756698,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,90.0,16200.0,24.0,576.0,1,3
redisservice2_memory_1625768486,redisservice2,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,215.0,38700.0,72.0,1728.0,3,3
dbservice1_memory_1625768540,dbservice1,memory,database,0.25,random_multibudget,999,0,0,0,0.0,275.0,49500.0,72.0,1728.0,3,3
mobservice2_memory_1625771613,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,187.0,33660.0,72.0,1728.0,3,3
webservice1_file_move_1625775000,webservice1,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,246.0,44280.0,72.0,1728.0,3,3
webservice2_memory_1625777099,webservice2,memory,web,0.25,random_multibudget,1,1,1,1,1.0,213.0,38340.0,72.0,1728.0,3,3
webservice1_memory_1625777703,webservice1,memory,web,0.25,random_multibudget,999,0,0,0,0.0,215.0,38700.0,72.0,1728.0,3,3
mobservice2_qr_expired_1625778458,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,72.0,12960.0,24.0,576.0,1,3
dbservice2_memory_1625780540,dbservice2,memory,database,0.25,random_multibudget,1,1,1,1,1.0,209.0,37620.0,72.0,1728.0,3,3
redisservice2_memory_1625790000,redisservice2,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,233.0,41940.0,72.0,1728.0,3,3
webservice2_file_move_1625793000,webservice2,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,222.0,39960.0,72.0,1728.0,3,3
mobservice1_qr_expired_1625794482,mobservice1,qr_expired,mobile,0.25,random_multibudget,1,1,1,1,1.0,77.0,13860.0,24.0,576.0,1,3
logservice2_memory_1625794522,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,241.0,43380.0,72.0,1728.0,3,3
mobservice1_memory_1625804210,mobservice1,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,235.0,42300.0,72.0,1728.0,3,3
logservice2_memory_1625804275,logservice2,memory,logging,0.25,random_multibudget,2,0,1,1,0.8,225.0,40500.0,72.0,1728.0,3,3
webservice2_memory_1625806048,webservice2,memory,web,0.25,random_multibudget,1,1,1,1,1.0,214.0,38520.0,72.0,1728.0,3,3
redisservice1_memory_1625816205,redisservice1,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,205.0,36900.0,72.0,1728.0,3,3
