case_id,root_service,fault_type,service_family,budget,policy,rank,top1,top3,top5,avg_at_5,trace_rows_kept,trace_bytes_kept,metric_samples_kept,metric_bytes_kept,minutes_kept,services_kept,full_trace_rows,full_trace_bytes,full_metric_samples,full_metric_bytes,full_minutes,full_services,combined_bytes_kept,full_combined_bytes,combined_reduction,trace_row_reduction,metric_sample_reduction,time_reduction,where_reduction
dbservice1_cpu_1627429585,dbservice1,cpu,database,0.25,random_multibudget,1,1,1,1,1.0,129.0,23220.0,24.0,576.0,1,3,685.0,123300.0,80.0,1920.0,1,10,23796.0,125220.0,0.8099664590321035,0.8116788321167883,0.7,0.0,0.7
webservice2_memory_1627432266,webservice2,memory,web,0.25,random_multibudget,2,0,1,1,0.8,364.0,65520.0,72.0,1728.0,3,3,8583.0,1544940.0,880.0,21120.0,11,10,67248.0,1566060.0,0.957059116508946,0.9575905860421764,0.9181818181818182,0.7272727272727273,0.7
dbservice1_memory_1627432587,dbservice1,memory,database,0.25,random_multibudget,2,0,1,1,0.8,347.0,62460.0,72.0,1728.0,3,3,8269.0,1488420.0,880.0,21120.0,11,10,64188.0,1509540.0,0.957478437139791,0.9580360382150199,0.9181818181818182,0.7272727272727273,0.7
mobservice2_memory_1627436047,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,478.0,86040.0,72.0,1728.0,3,3,8845.0,1592100.0,880.0,21120.0,11,10,87768.0,1613220.0,0.9455945252352438,0.9459581684567552,0.9181818181818182,0.7272727272727273,0.7
redisservice1_memory_1627436567,redisservice1,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,475.0,85500.0,72.0,1728.0,3,3,8861.0,1594980.0,880.0,21120.0,11,10,87228.0,1616100.0,0.9460256172266568,0.9463943121543844,0.9181818181818182,0.7272727272727273,0.7
mobservice1_qr_expired_1627438966,mobservice1,qr_expired,mobile,0.25,random_multibudget,3,0,1,1,0.6,112.0,20160.0,24.0,576.0,1,3,1582.0,284760.0,160.0,3840.0,2,10,20736.0,288600.0,0.9281496881496881,0.9292035398230089,0.85,0.5,0.7
logservice2_memory_1627443936,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,298.0,53640.0,72.0,1728.0,3,3,7643.0,1375740.0,880.0,21120.0,11,10,55368.0,1396860.0,0.9603625273828443,0.9610100745780452,0.9181818181818182,0.7272727272727273,0.7
mobservice1_memory_1627447409,mobservice1,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,421.0,75780.0,72.0,1728.0,3,3,9686.0,1743480.0,878.0,21072.0,11,10,77508.0,1764552.0,0.9560749697373611,0.9565352054511667,0.9179954441913439,0.7272727272727273,0.7
dbservice2_memory_1627447589,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,365.0,65700.0,72.0,1728.0,3,3,9542.0,1717560.0,878.0,21072.0,11,10,67428.0,1738632.0,0.9612177850171859,0.9617480612031021,0.9179954441913439,0.7272727272727273,0.7
mobservice2_qr_expired_1627450448,mobservice2,qr_expired,mobile,0.25,random_multibudget,1,1,1,1,1.0,128.0,23040.0,24.0,576.0,1,3,752.0,135360.0,80.0,1920.0,1,10,23616.0,137280.0,0.827972027972028,0.8297872340425532,0.7,0.0,0.7
mobservice2_cpu_1627454420,mobservice2,cpu,mobile,0.25,random_multibudget,999,0,0,0,0.0,131.0,23580.0,24.0,576.0,1,3,863.0,155340.0,80.0,1920.0,1,10,24156.0,157260.0,0.8463945059137734,0.8482039397450754,0.7,0.0,0.7
redisservice2_memory_1627454973,redisservice2,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,349.0,62820.0,72.0,1728.0,3,3,9032.0,1625760.0,880.0,21120.0,11,10,64548.0,1646880.0,0.9608058874963568,0.9613596102745793,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1627457508,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,497.0,89460.0,72.0,1728.0,3,3,9401.0,1692180.0,880.0,21120.0,11,10,91188.0,1713300.0,0.9467763964279461,0.9471332836932241,0.9181818181818182,0.7272727272727273,0.7
webservice2_memory_1627459375,webservice2,memory,web,0.25,random_multibudget,999,0,0,0,0.0,469.0,84420.0,72.0,1728.0,3,3,8578.0,1544040.0,880.0,21120.0,11,10,86148.0,1565160.0,0.9449589818293338,0.9453252506411751,0.9181818181818182,0.7272727272727273,0.7
logservice2_memory_1627464739,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,439.0,79020.0,72.0,1728.0,3,3,8908.0,1603440.0,876.0,21024.0,11,10,80748.0,1624464.0,0.9502925272582218,0.9507184553210597,0.9178082191780822,0.7272727272727273,0.7
dbservice1_cpu_1627464819,dbservice1,cpu,database,0.25,random_multibudget,999,0,0,0,0.0,133.0,23940.0,24.0,576.0,1,3,900.0,162000.0,80.0,1920.0,1,10,24516.0,163920.0,0.8504392386530015,0.8522222222222222,0.7,0.0,0.7
mobservice1_qr_expired_1627466564,mobservice1,qr_expired,mobile,0.25,random_multibudget,1,1,1,1,1.0,113.0,20340.0,24.0,576.0,1,3,1562.0,281160.0,160.0,3840.0,2,10,20916.0,285000.0,0.9266105263157894,0.9276568501920615,0.85,0.5,0.7
mobservice2_memory_1627471954,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,328.0,59040.0,11.0,264.0,3,3,8649.0,1556820.0,145.0,3480.0,11,10,59304.0,1560300.0,0.9619919246298789,0.9620765406405365,0.9241379310344827,0.7272727272727273,0.7
mobservice2_qr_expired_1627475638,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,120.0,21600.0,24.0,576.0,1,3,1605.0,288900.0,160.0,3840.0,2,10,22176.0,292740.0,0.9242467718794835,0.9252336448598131,0.85,0.5,0.7
dbservice1_cpu_1627475651,dbservice1,cpu,database,0.25,random_multibudget,999,0,0,0,0.0,153.0,27540.0,24.0,576.0,1,3,767.0,138060.0,80.0,1920.0,1,10,28116.0,139980.0,0.7991427346763823,0.8005215123859192,0.7,0.0,0.7
dbservice1_memory_1627477200,dbservice1,memory,database,0.25,random_multibudget,3,0,1,1,0.6,383.0,68940.0,72.0,1728.0,3,3,9233.0,1661940.0,880.0,21120.0,11,10,70668.0,1683060.0,0.9580121920787138,0.958518358063468,0.9181818181818182,0.7272727272727273,0.7
logservice1_memory_1627477200,logservice1,memory,logging,0.25,random_multibudget,3,0,1,1,0.6,515.0,92700.0,72.0,1728.0,3,3,9233.0,1661940.0,880.0,21120.0,11,10,94428.0,1683060.0,0.9438950483048733,0.9442218130618434,0.9181818181818182,0.7272727272727273,0.7
mobservice1_memory_1627484554,mobservice1,memory,mobile,0.25,random_multibudget,3,0,1,1,0.6,329.0,59220.0,48.0,1152.0,3,3,8465.0,1523700.0,807.0,19368.0,11,10,60372.0,1543068.0,0.960875347035905,0.9611340815121087,0.9405204460966543,0.7272727272727273,0.7
webservice2_memory_1627485396,webservice2,memory,web,0.25,random_multibudget,999,0,0,0,0.0,391.0,70380.0,72.0,1728.0,3,3,9396.0,1691280.0,879.0,21096.0,11,10,72108.0,1712376.0,0.9578900895597696,0.9583865474670072,0.9180887372013652,0.7272727272727273,0.7
dbservice1_cpu_1627486293,dbservice1,cpu,database,0.25,random_multibudget,3,0,1,1,0.6,132.0,23760.0,24.0,576.0,1,3,874.0,157320.0,80.0,1920.0,1,10,24336.0,159240.0,0.8471740768651093,0.8489702517162472,0.7,0.0,0.7
webservice2_file_move_1627488601,webservice2,file_move,web,0.25,random_multibudget,1,1,1,1,1.0,420.0,75600.0,0.0,0.0,3,3,7792.0,1402560.0,2.0,48.0,11,10,75600.0,1402608.0,0.9461004072413675,0.9460985626283368,1.0,0.7272727272727273,0.7
dbservice2_memory_1627493621,dbservice2,memory,database,0.25,random_multibudget,1,1,1,1,1.0,501.0,90180.0,0.0,0.0,3,3,9436.0,1698480.0,0.0,0.0,11,10,90180.0,1698480.0,0.9469054684188215,0.9469054684188215,,0.7272727272727273,0.7
mobservice2_cpu_1627497596,mobservice2,cpu,mobile,0.25,random_multibudget,999,0,0,0,0.0,163.0,29340.0,0.0,0.0,1,3,866.0,155880.0,0.0,0.0,1,10,29340.0,155880.0,0.8117782909930715,0.8117782909930715,,0.0,0.7
mobservice1_qr_expired_1627500877,mobservice1,qr_expired,mobile,0.25,random_multibudget,3,0,1,1,0.6,123.0,22140.0,0.0,0.0,1,3,1691.0,304380.0,0.0,0.0,2,10,22140.0,304380.0,0.9272619751626257,0.9272619751626257,,0.5,0.7
dbservice2_memory_1627501550,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,378.0,68040.0,0.0,0.0,3,3,8615.0,1550700.0,0.0,0.0,11,10,68040.0,1550700.0,0.9561230412071967,0.9561230412071967,,0.7272727272727273,0.7
dbservice1_memory_1627502421,dbservice1,memory,database,0.25,random_multibudget,999,0,0,0,0.0,477.0,85860.0,0.0,0.0,3,3,8557.0,1540260.0,0.0,0.0,11,10,85860.0,1540260.0,0.9442561645436485,0.9442561645436485,,0.7272727272727273,0.7
webservice2_file_move_1627503000,webservice2,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,2.0,360.0,0.0,0.0,3,3,5642.0,1015560.0,0.0,0.0,11,10,360.0,1015560.0,0.9996455157745481,0.9996455157745481,,0.7272727272727273,0.7
webservice1_file_move_1627503000,webservice1,file_move,web,0.25,random_multibudget,1,1,1,1,1.0,356.0,64080.0,0.0,0.0,3,3,5642.0,1015560.0,0.0,0.0,11,10,64080.0,1015560.0,0.9369018078695498,0.9369018078695498,,0.7272727272727273,0.7
mobservice2_qr_expired_1627503713,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,91.0,16380.0,0.0,0.0,1,3,1485.0,267300.0,0.0,0.0,2,10,16380.0,267300.0,0.9387205387205387,0.9387205387205387,,0.5,0.7
dbservice1_cpu_1627509699,dbservice1,cpu,database,0.25,random_multibudget,999,0,0,0,0.0,102.0,18360.0,0.0,0.0,1,3,696.0,125280.0,0.0,0.0,1,10,18360.0,125280.0,0.853448275862069,0.853448275862069,,0.0,0.7
logservice2_memory_1627509937,logservice2,memory,logging,0.25,random_multibudget,1,1,1,1,1.0,498.0,89640.0,0.0,0.0,3,3,9214.0,1658520.0,0.0,0.0,11,10,89640.0,1658520.0,0.945951812459301,0.945951812459301,,0.7272727272727273,0.7
redisservice1_memory_1627512202,redisservice1,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,310.0,55800.0,0.0,0.0,3,3,8749.0,1574820.0,0.0,0.0,11,10,55800.0,1574820.0,0.9645673791290433,0.9645673791290433,,0.7272727272727273,0.7
mobservice2_memory_1627514362,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,338.0,60840.0,0.0,0.0,3,3,8788.0,1581840.0,0.0,0.0,11,10,60840.0,1581840.0,0.9615384615384616,0.9615384615384616,,0.7272727272727273,0.7
mobservice1_memory_1627514424,mobservice1,memory,mobile,0.25,random_multibudget,3,0,1,1,0.6,347.0,62460.0,0.0,0.0,3,3,8809.0,1585620.0,0.0,0.0,11,10,62460.0,1585620.0,0.9606084686116472,0.9606084686116472,,0.7272727272727273,0.7
logservice2_memory_1627516510,logservice2,memory,logging,0.25,random_multibudget,2,0,1,1,0.8,308.0,55440.0,0.0,0.0,3,3,8556.0,1540080.0,0.0,0.0,11,10,55440.0,1540080.0,0.9640018700327255,0.9640018700327255,,0.7272727272727273,0.7
dbservice2_memory_1627519836,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,490.0,88200.0,0.0,0.0,3,3,8850.0,1593000.0,0.0,0.0,11,10,88200.0,1593000.0,0.9446327683615819,0.9446327683615819,,0.7272727272727273,0.7
webservice1_file_move_1627521000,webservice1,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,358.0,64440.0,0.0,0.0,3,3,7668.0,1380240.0,0.0,0.0,11,10,64440.0,1380240.0,0.9533124673969744,0.9533124673969744,,0.7272727272727273,0.7
logservice1_memory_1627522806,logservice1,memory,logging,0.25,random_multibudget,2,0,1,1,0.8,443.0,79740.0,0.0,0.0,3,3,8391.0,1510380.0,0.0,0.0,11,10,79740.0,1510380.0,0.947205339053748,0.947205339053748,,0.7272727272727273,0.7
mobservice1_qr_expired_1627528299,mobservice1,qr_expired,mobile,0.25,random_multibudget,1,1,1,1,1.0,84.0,15120.0,0.0,0.0,1,3,1376.0,247680.0,0.0,0.0,2,10,15120.0,247680.0,0.938953488372093,0.938953488372093,,0.5,0.7
dbservice1_cpu_1627529324,dbservice1,cpu,database,0.25,random_multibudget,999,0,0,0,0.0,161.0,28980.0,0.0,0.0,1,3,841.0,151380.0,0.0,0.0,1,10,28980.0,151380.0,0.8085612366230678,0.8085612366230678,,0.0,0.7
webservice1_file_move_1627531800,webservice1,file_move,web,0.25,random_multibudget,1,1,1,1,1.0,329.0,59220.0,0.0,0.0,3,3,7175.0,1291500.0,0.0,0.0,11,10,59220.0,1291500.0,0.9541463414634146,0.9541463414634146,,0.7272727272727273,0.7
redisservice1_memory_1627531834,redisservice1,memory,cache,0.25,random_multibudget,1,1,1,1,1.0,582.0,104760.0,0.0,0.0,3,3,7175.0,1291500.0,0.0,0.0,11,10,104760.0,1291500.0,0.9188850174216028,0.9188850174216028,,0.7272727272727273,0.7
mobservice2_qr_expired_1627532257,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,97.0,17460.0,0.0,0.0,1,3,1467.0,264060.0,0.0,0.0,2,10,17460.0,264060.0,0.9338786639400136,0.9338786639400136,,0.5,0.7
webservice1_memory_1627539698,webservice1,memory,web,0.25,random_multibudget,2,0,1,1,0.8,551.0,99180.0,0.0,0.0,3,3,9181.0,1652580.0,0.0,0.0,11,10,99180.0,1652580.0,0.9399847511164361,0.9399847511164361,,0.7272727272727273,0.7
mobservice2_cpu_1627542736,mobservice2,cpu,mobile,0.25,random_multibudget,1,1,1,1,1.0,112.0,20160.0,0.0,0.0,1,3,803.0,144540.0,0.0,0.0,1,10,20160.0,144540.0,0.8605230386052304,0.8605230386052304,,0.0,0.7
dbservice2_memory_1627545507,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,327.0,58860.0,0.0,0.0,3,3,8746.0,1574280.0,0.0,0.0,11,10,58860.0,1574280.0,0.962611479533501,0.962611479533501,,0.7272727272727273,0.7
logservice1_memory_1627545894,logservice1,memory,logging,0.25,random_multibudget,1,1,1,1,1.0,378.0,68040.0,0.0,0.0,3,3,9442.0,1699560.0,0.0,0.0,11,10,68040.0,1699560.0,0.9599661088752383,0.9599661088752383,,0.7272727272727273,0.7
webservice2_memory_1627546421,webservice2,memory,web,0.25,random_multibudget,999,0,0,0,0.0,409.0,73620.0,0.0,0.0,3,3,9372.0,1686960.0,0.0,0.0,11,10,73620.0,1686960.0,0.9563593683311993,0.9563593683311993,,0.7272727272727273,0.7
mobservice1_qr_expired_1627552119,mobservice1,qr_expired,mobile,0.25,random_multibudget,3,0,1,1,0.6,124.0,22320.0,0.0,0.0,1,3,1428.0,257040.0,0.0,0.0,2,10,22320.0,257040.0,0.9131652661064426,0.9131652661064426,,0.5,0.7
mobservice2_memory_1627554299,mobservice2,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,400.0,72000.0,0.0,0.0,3,3,8485.0,1527300.0,0.0,0.0,11,10,72000.0,1527300.0,0.952857984678845,0.952857984678845,,0.7272727272727273,0.7
mobservice2_qr_expired_1627561033,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,80.0,14400.0,0.0,0.0,1,3,571.0,102780.0,0.0,0.0,1,10,14400.0,102780.0,0.8598949211908932,0.8598949211908932,,0.0,0.7
logservice2_memory_1627567356,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,488.0,87840.0,0.0,0.0,3,3,8811.0,1585980.0,0.0,0.0,11,10,87840.0,1585980.0,0.9446146861877199,0.9446146861877199,,0.7272727272727273,0.7
webservice2_memory_1627570264,webservice2,memory,web,0.25,random_multibudget,999,0,0,0,0.0,344.0,61920.0,0.0,0.0,3,3,8120.0,1461600.0,0.0,0.0,11,10,61920.0,1461600.0,0.9576354679802955,0.9576354679802955,,0.7272727272727273,0.7
dbservice1_cpu_1627572876,dbservice1,cpu,database,0.25,random_multibudget,2,0,1,1,0.8,121.0,21780.0,0.0,0.0,1,3,811.0,145980.0,0.0,0.0,1,10,21780.0,145980.0,0.8508014796547472,0.8508014796547472,,0.0,0.7
redisservice1_memory_1627574700,redisservice1,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,368.0,66240.0,0.0,0.0,3,3,8068.0,1452240.0,0.0,0.0,11,10,66240.0,1452240.0,0.954387704511651,0.954387704511651,,0.7272727272727273,0.7
webservice2_file_move_1627575000,webservice2,file_move,web,0.25,random_multibudget,1,1,1,1,1.0,364.0,65520.0,0.0,0.0,3,3,7876.0,1417680.0,0.0,0.0,11,10,65520.0,1417680.0,0.9537836465210767,0.9537836465210767,,0.7272727272727273,0.7
mobservice1_qr_expired_1627579617,mobservice1,qr_expired,mobile,0.25,random_multibudget,1,1,1,1,1.0,125.0,22500.0,0.0,0.0,1,3,1643.0,295740.0,0.0,0.0,2,10,22500.0,295740.0,0.923919659160073,0.923919659160073,,0.5,0.7
mobservice1_memory_1627580206,mobservice1,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,356.0,64080.0,0.0,0.0,3,3,9044.0,1627920.0,0.0,0.0,11,10,64080.0,1627920.0,0.9606368863334808,0.9606368863334808,,0.7272727272727273,0.7
redisservice2_memory_1627585056,redisservice2,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,305.0,54900.0,0.0,0.0,3,3,7424.0,1336320.0,0.0,0.0,11,10,54900.0,1336320.0,0.958917025862069,0.958917025862069,,0.7272727272727273,0.7
redisservice1_memory_1627588078,redisservice1,memory,cache,0.25,random_multibudget,3,0,1,1,0.6,356.0,64080.0,0.0,0.0,3,3,8748.0,1574640.0,0.0,0.0,11,10,64080.0,1574640.0,0.959304983996342,0.959304983996342,,0.7272727272727273,0.7
logservice2_memory_1627590137,logservice2,memory,logging,0.25,random_multibudget,1,1,1,1,1.0,490.0,88200.0,0.0,0.0,3,3,9198.0,1655640.0,0.0,0.0,11,10,88200.0,1655640.0,0.9467275494672756,0.9467275494672756,,0.7272727272727273,0.7
mobservice2_qr_expired_1627590661,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,118.0,21240.0,0.0,0.0,1,3,806.0,145080.0,0.0,0.0,1,10,21240.0,145080.0,0.8535980148883375,0.8535980148883375,,0.0,0.7
logservice1_memory_1627592904,logservice1,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,373.0,67140.0,0.0,0.0,3,3,8732.0,1571760.0,0.0,0.0,11,10,67140.0,1571760.0,0.9572835547411819,0.9572835547411819,,0.7272727272727273,0.7
dbservice2_memory_1627595898,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,413.0,74340.0,0.0,0.0,3,3,9668.0,1740240.0,0.0,0.0,11,10,74340.0,1740240.0,0.9572817542407944,0.9572817542407944,,0.7272727272727273,0.7
logservice1_cpu_1627596597,logservice1,cpu,logging,0.25,random_multibudget,999,0,0,0,0.0,401.0,72180.0,0.0,0.0,3,3,8910.0,1603800.0,0.0,0.0,11,10,72180.0,1603800.0,0.9549943883277217,0.9549943883277217,,0.7272727272727273,0.7
logservice2_memory_1627606370,logservice2,memory,logging,0.25,random_multibudget,1,1,1,1,1.0,386.0,69480.0,0.0,0.0,3,3,8940.0,1609200.0,0.0,0.0,11,10,69480.0,1609200.0,0.9568232662192394,0.9568232662192394,,0.7272727272727273,0.7
webservice1_file_move_1627607400,webservice1,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,0.0,0.0,0.0,0.0,3,3,4849.0,872820.0,0.0,0.0,11,10,0.0,872820.0,1.0,1.0,,0.7272727272727273,0.7
webservice2_file_move_1627607400,webservice2,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,615.0,110700.0,0.0,0.0,3,3,4849.0,872820.0,0.0,0.0,11,10,110700.0,872820.0,0.8731697257166426,0.8731697257166426,,0.7272727272727273,0.7
mobservice1_qr_expired_1627607460,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,127.0,22860.0,0.0,0.0,1,3,785.0,141300.0,0.0,0.0,1,10,22860.0,141300.0,0.8382165605095542,0.8382165605095542,,0.0,0.7
mobservice1_memory_1627612966,mobservice1,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,390.0,70200.0,0.0,0.0,3,3,9255.0,1665900.0,0.0,0.0,11,10,70200.0,1665900.0,0.9578606158833063,0.9578606158833063,,0.7272727272727273,0.7
redisservice2_memory_1627613855,redisservice2,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,486.0,87480.0,0.0,0.0,3,3,8745.0,1574100.0,0.0,0.0,11,10,87480.0,1574100.0,0.94442538593482,0.94442538593482,,0.7272727272727273,0.7
mobservice2_qr_expired_1627615107,mobservice2,qr_expired,mobile,0.25,random_multibudget,1,1,1,1,1.0,154.0,27720.0,0.0,0.0,1,3,794.0,142920.0,0.0,0.0,1,10,27720.0,142920.0,0.8060453400503779,0.8060453400503779,,0.0,0.7
logservice1_memory_1627619594,logservice1,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,386.0,69480.0,0.0,0.0,3,3,9137.0,1644660.0,0.0,0.0,11,10,69480.0,1644660.0,0.9577541862755828,0.9577541862755828,,0.7272727272727273,0.7
redisservice2_memory_1627629714,redisservice2,memory,cache,0.25,random_multibudget,2,0,1,1,0.8,483.0,86940.0,0.0,0.0,3,3,9213.0,1658340.0,0.0,0.0,11,10,86940.0,1658340.0,0.9475740801042006,0.9475740801042006,,0.7272727272727273,0.7
webservice1_file_move_1627632600,webservice1,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,0.0,0.0,0.0,0.0,3,3,5850.0,1053000.0,0.0,0.0,11,10,0.0,1053000.0,1.0,1.0,,0.7272727272727273,0.7
webservice2_file_move_1627632600,webservice2,file_move,web,0.25,random_multibudget,999,0,0,0,0.0,147.0,26460.0,0.0,0.0,3,3,5850.0,1053000.0,0.0,0.0,11,10,26460.0,1053000.0,0.9748717948717949,0.9748717948717949,,0.7272727272727273,0.7
mobservice1_qr_expired_1627636467,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,147.0,26460.0,24.0,576.0,1,3,953.0,171540.0,80.0,1920.0,1,10,27036.0,173460.0,0.8441369768246282,0.8457502623294858,0.7,0.0,0.7
dbservice2_memory_1627643030,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,492.0,88560.0,72.0,1728.0,3,3,8807.0,1585260.0,880.0,21120.0,11,10,90288.0,1606380.0,0.9437941209427408,0.9441353468831611,0.9181818181818182,0.7272727272727273,0.7
mobservice1_memory_1627645613,mobservice1,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,327.0,58860.0,72.0,1728.0,3,3,8524.0,1534320.0,880.0,21120.0,11,10,60588.0,1555440.0,0.9610476778274958,0.9616377287658376,0.9181818181818182,0.7272727272727273,0.7
mobservice2_qr_expired_1627645682,mobservice2,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,82.0,14760.0,24.0,576.0,1,3,531.0,95580.0,80.0,1920.0,1,10,15336.0,97500.0,0.8427076923076923,0.8455743879472692,0.7,0.0,0.7
logservice2_memory_1627648981,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,443.0,79740.0,72.0,1728.0,3,3,10143.0,1825740.0,880.0,21120.0,11,10,81468.0,1846860.0,0.9558883726974432,0.9563245588090309,0.9181818181818182,0.7272727272727273,0.7
redisservice1_memory_1627657138,redisservice1,memory,cache,0.25,random_multibudget,999,0,0,0,0.0,348.0,62640.0,72.0,1728.0,3,3,9102.0,1638360.0,880.0,21120.0,11,10,64368.0,1659480.0,0.9612119459107672,0.961766644693474,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1627657911,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,351.0,63180.0,72.0,1728.0,3,3,8971.0,1614780.0,880.0,21120.0,11,10,64908.0,1635900.0,0.9603227581147992,0.9608739270984282,0.9181818181818182,0.7272727272727273,0.7
webservice1_file_move_1627661400,webservice1,file_move,web,0.25,random_multibudget,2,0,1,1,0.8,374.0,67320.0,72.0,1728.0,3,3,8506.0,1531080.0,880.0,21120.0,11,10,69048.0,1552200.0,0.9555160417471975,0.9560310369151187,0.9181818181818182,0.7272727272727273,0.7
mobservice1_memory_1627661901,mobservice1,memory,mobile,0.25,random_multibudget,999,0,0,0,0.0,393.0,70740.0,72.0,1728.0,3,3,9104.0,1638720.0,880.0,21120.0,11,10,72468.0,1659840.0,0.9563403701561596,0.9568321616871704,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1627663155,dbservice2,memory,database,0.25,random_multibudget,2,0,1,1,0.8,412.0,74160.0,72.0,1728.0,3,3,10189.0,1834020.0,880.0,21120.0,11,10,75888.0,1855140.0,0.9590931142663087,0.9595642359407204,0.9181818181818182,0.7272727272727273,0.7
mobservice1_qr_expired_1627666643,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,116.0,20880.0,24.0,576.0,1,3,785.0,141300.0,80.0,1920.0,1,10,21456.0,143220.0,0.8501885211562631,0.8522292993630574,0.7,0.0,0.7
redisservice1_memory_1627670203,redisservice1,memory,cache,0.25,random_multibudget,1,1,1,1,1.0,532.0,95760.0,72.0,1728.0,3,3,9101.0,1638180.0,880.0,21120.0,11,10,97488.0,1659300.0,0.9412475140119327,0.941544885177453,0.9181818181818182,0.7272727272727273,0.7
mobservice2_qr_expired_1627671327,mobservice2,qr_expired,mobile,0.25,random_multibudget,2,0,1,1,0.8,114.0,20520.0,24.0,576.0,1,3,755.0,135900.0,80.0,1920.0,1,10,21096.0,137820.0,0.8469307792773182,0.8490066225165562,0.7,0.0,0.7
webservice1_memory_1627672100,webservice1,memory,web,0.25,random_multibudget,999,0,0,0,0.0,379.0,68220.0,72.0,1728.0,3,3,9690.0,1744200.0,880.0,21120.0,11,10,69948.0,1765320.0,0.9603765889470465,0.9608875128998968,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1627680230,dbservice2,memory,database,0.25,random_multibudget,999,0,0,0,0.0,549.0,98820.0,72.0,1728.0,3,3,9466.0,1703880.0,880.0,21120.0,11,10,100548.0,1725000.0,0.9417113043478261,0.9420029579547855,0.9181818181818182,0.7272727272727273,0.7
dbservice1_memory_1627682718,dbservice1,memory,database,0.25,random_multibudget,999,0,0,0,0.0,382.0,68760.0,72.0,1728.0,3,3,9341.0,1681380.0,880.0,21120.0,11,10,70488.0,1702500.0,0.9585973568281938,0.9591050208757093,0.9181818181818182,0.7272727272727273,0.7
logservice2_memory_1627688890,logservice2,memory,logging,0.25,random_multibudget,999,0,0,0,0.0,393.0,70740.0,72.0,1728.0,3,3,9168.0,1650240.0,880.0,21120.0,11,10,72468.0,1671360.0,0.9566412981045376,0.9571335078534031,0.9181818181818182,0.7272727272727273,0.7
mobservice1_qr_expired_1627691008,mobservice1,qr_expired,mobile,0.25,random_multibudget,999,0,0,0,0.0,117.0,21060.0,24.0,576.0,1,3,815.0,146700.0,80.0,1920.0,1,10,21636.0,148620.0,0.8544206701655228,0.856441717791411,0.7,0.0,0.7
mobservice2_qr_expired_1627694165,mobservice2,qr_expired,mobile,0.25,random_multibudget,3,0,1,1,0.6,174.0,31320.0,24.0,576.0,1,3,858.0,154440.0,80.0,1920.0,1,10,31896.0,156360.0,0.7960092095165003,0.7972027972027972,0.7,0.0,0.7
