case_id,root_service,fault_type,service_family,rank,top1,top3,top5,avg_at_5,top5_services,root_service_prob
mobservice1_qr_expired_1626159261,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'redisservice2', 'webservice2', 'dbservice2']",1.0
webservice2_file_move_1626163800,webservice2,file_move,web,2,0,1,1,0.8,"['mobservice1', 'webservice2', 'redisservice1', 'webservice1', 'mobservice2']",1.0
mobservice1_memory_1626168632,mobservice1,memory,mobile,2,0,1,1,0.8,"['redisservice1', 'mobservice1', 'mobservice2', 'dbservice2', 'webservice2']",1.0
redisservice1_memory_1626172859,redisservice1,memory,cache,9,0,0,0,0.0,"['mobservice1', 'redisservice2', 'mobservice2', 'webservice2', 'webservice1']",1.0
redisservice1_memory_1626177452,redisservice1,memory,cache,2,0,1,1,0.8,"['dbservice1', 'redisservice1', 'redisservice2', 'webservice2', 'mobservice1']",0.9754952433546693
redisservice2_memory_1626178417,redisservice2,memory,cache,10,0,0,0,0.0,"['mobservice1', 'redisservice1', 'mobservice2', 'webservice2', 'dbservice1']",1.0
dbservice1_memory_1626178789,dbservice1,memory,database,8,0,0,0,0.0,"['redisservice1', 'mobservice2', 'dbservice2', 'logservice2', 'redisservice2']",0.8697369068638128
mobservice2_qr_expired_1626179787,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['mobservice1', 'mobservice2', 'webservice1', 'webservice2', 'redisservice2']",1.0
logservice1_memory_1626180388,logservice1,memory,logging,10,0,0,0,0.0,"['mobservice1', 'mobservice2', 'redisservice2', 'webservice1', 'webservice2']",0.7583614307610768
redisservice1_memory_1626185810,redisservice1,memory,cache,4,0,0,1,0.4,"['mobservice2', 'mobservice1', 'redisservice2', 'redisservice1', 'webservice2']",0.9852578045636247
mobservice1_qr_expired_1626191632,mobservice1,qr_expired,mobile,3,0,1,1,0.6,"['dbservice1', 'logservice1', 'mobservice1', 'redisservice2', 'dbservice2']",1.0
dbservice1_memory_1626195234,dbservice1,memory,database,5,0,0,1,0.2,"['mobservice2', 'webservice2', 'mobservice1', 'redisservice2', 'dbservice1']",0.9326930419307131
webservice1_memory_1626198054,webservice1,memory,web,4,0,0,1,0.4,"['mobservice2', 'redisservice2', 'mobservice1', 'webservice1', 'redisservice1']",0.9820137900379085
mobservice2_memory_1626198509,mobservice2,memory,mobile,3,0,1,1,0.6,"['mobservice1', 'dbservice1', 'mobservice2', 'webservice1', 'redisservice1']",1.0
mobservice2_memory_1626201727,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'redisservice1', 'webservice1', 'webservice2', 'logservice1']",1.0
webservice2_memory_1626204647,webservice2,memory,web,8,0,0,0,0.0,"['mobservice2', 'redisservice1', 'redisservice2', 'dbservice1', 'dbservice2']",0.9525741268224334
logservice1_memory_1626208343,logservice1,memory,logging,9,0,0,0,0.0,"['dbservice1', 'redisservice2', 'mobservice2', 'webservice2', 'redisservice1']",0.7466856363408495
mobservice2_qr_expired_1626214192,mobservice2,qr_expired,mobile,5,0,0,1,0.2,"['logservice1', 'mobservice1', 'webservice2', 'webservice1', 'mobservice2']",0.9998415637808962
logservice1_memory_1626218997,logservice1,memory,logging,8,0,0,0,0.0,"['redisservice2', 'mobservice1', 'redisservice1', 'dbservice1', 'mobservice2']",0.7974713853506071
mobservice1_qr_expired_1626223304,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['logservice2', 'mobservice1', 'dbservice2', 'redisservice1', 'dbservice1']",1.0
webservice1_memory_1626236265,webservice1,memory,web,9,0,0,0,0.0,"['logservice1', 'mobservice2', 'webservice2', 'dbservice2', 'logservice2']",0.8882682217530399
mobservice2_memory_1626240489,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'redisservice1', 'webservice2', 'webservice1', 'dbservice1']",1.0
mobservice1_memory_1626242718,mobservice1,memory,mobile,10,0,0,0,0.0,"['mobservice2', 'webservice1', 'redisservice2', 'dbservice2', 'redisservice1']",1.0
dbservice2_memory_1626243122,dbservice2,memory,database,7,0,0,0,0.0,"['mobservice2', 'redisservice2', 'webservice2', 'webservice1', 'dbservice1']",0.9820137900379085
redisservice2_memory_1626247718,redisservice2,memory,cache,2,0,1,1,0.8,"['mobservice2', 'redisservice2', 'dbservice2', 'redisservice1', 'dbservice1']",1.0
logservice2_memory_1626248439,logservice2,memory,logging,10,0,0,0,0.0,"['mobservice1', 'mobservice2', 'redisservice1', 'webservice2', 'webservice1']",0.6985919113730684
mobservice2_qr_expired_1626250092,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'webservice2', 'redisservice2', 'mobservice1']",1.0
mobservice1_qr_expired_1626255336,mobservice1,qr_expired,mobile,5,0,0,1,0.2,"['redisservice2', 'webservice1', 'dbservice1', 'dbservice2', 'mobservice1']",0.986116291044894
logservice2_memory_1626258183,logservice2,memory,logging,10,0,0,0,0.0,"['mobservice2', 'webservice1', 'mobservice1', 'redisservice2', 'webservice2']",0.7756995612600852
webservice1_memory_1626258904,webservice1,memory,web,5,0,0,1,0.2,"['redisservice2', 'mobservice2', 'mobservice1', 'redisservice1', 'webservice1']",0.975075573352886
webservice2_file_move_1626264600,webservice2,file_move,web,3,0,1,1,0.6,"['mobservice2', 'webservice1', 'webservice2', 'mobservice1', 'redisservice2']",0.9999999997210531
webservice1_file_move_1626264600,webservice1,file_move,web,2,0,1,1,0.8,"['mobservice2', 'webservice1', 'webservice2', 'mobservice1', 'redisservice2']",0.9999999999991365
dbservice1_memory_1626266259,dbservice1,memory,database,3,0,1,1,0.6,"['redisservice2', 'mobservice2', 'dbservice1', 'webservice1', 'mobservice1']",0.9262230164169116
webservice2_memory_1626267308,webservice2,memory,web,6,0,0,0,0.0,"['mobservice1', 'redisservice2', 'dbservice1', 'dbservice2', 'redisservice1']",0.9168273035060777
redisservice1_memory_1626275221,redisservice1,memory,cache,4,0,0,1,0.4,"['mobservice1', 'webservice1', 'mobservice2', 'redisservice1', 'dbservice1']",1.0
redisservice1_memory_1626278567,redisservice1,memory,cache,9,0,0,0,0.0,"['mobservice1', 'mobservice2', 'redisservice2', 'webservice2', 'dbservice2']",0.9965461450762345
mobservice1_memory_1626282681,mobservice1,memory,mobile,3,0,1,1,0.6,"['mobservice2', 'redisservice1', 'mobservice1', 'redisservice2', 'dbservice1']",1.0
webservice2_memory_1626284568,webservice2,memory,web,6,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice1', 'redisservice1', 'dbservice2']",0.9209059204254624
mobservice2_qr_expired_1626285754,mobservice2,qr_expired,mobile,9,0,0,0,0.0,"['mobservice1', 'redisservice2', 'webservice2', 'dbservice1', 'dbservice2']",0.7883942274281568
mobservice2_memory_1626286299,mobservice2,memory,mobile,6,0,0,0,0.0,"['mobservice1', 'redisservice2', 'redisservice1', 'webservice1', 'webservice2']",0.9999999999544151
webservice2_memory_1626288105,webservice2,memory,web,2,0,1,1,0.8,"['mobservice1', 'webservice2', 'dbservice2', 'redisservice1', 'dbservice1']",0.9973206592994688
mobservice2_memory_1626294885,mobservice2,memory,mobile,7,0,0,0,0.0,"['mobservice1', 'redisservice2', 'dbservice2', 'webservice1', 'dbservice1']",0.909512112009109
mobservice1_qr_expired_1626296585,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'redisservice2', 'dbservice1', 'webservice2']",1.0
dbservice2_memory_1626298216,dbservice2,memory,database,8,0,0,0,0.0,"['dbservice1', 'redisservice1', 'mobservice1', 'webservice2', 'redisservice2']",0.9076869712477019
mobservice1_memory_1626299070,mobservice1,memory,mobile,9,0,0,0,0.0,"['mobservice2', 'webservice2', 'logservice1', 'redisservice1', 'dbservice2']",0.9999999999999989
dbservice1_memory_1626306060,dbservice1,memory,database,8,0,0,0,0.0,"['mobservice1', 'redisservice1', 'mobservice2', 'webservice1', 'logservice1']",0.9289766822223081
redisservice2_memory_1626307296,redisservice2,memory,cache,10,0,0,0,0.0,"['mobservice2', 'redisservice1', 'mobservice1', 'logservice1', 'dbservice2']",0.9985193573369914
webservice2_memory_1626314797,webservice2,memory,web,3,0,1,1,0.6,"['mobservice1', 'dbservice1', 'webservice2', 'redisservice2', 'logservice2']",0.9999990022040068
dbservice2_memory_1626317541,dbservice2,memory,database,5,0,0,1,0.2,"['mobservice2', 'redisservice1', 'webservice1', 'webservice2', 'dbservice2']",0.9988881075454041
redisservice2_memory_1626319731,redisservice2,memory,cache,7,0,0,0,0.0,"['mobservice1', 'dbservice2', 'mobservice2', 'webservice1', 'dbservice1']",0.9455082068761531
mobservice2_qr_expired_1626320898,mobservice2,qr_expired,mobile,6,0,0,0,0.0,"['webservice1', 'redisservice2', 'dbservice1', 'webservice2', 'mobservice1']",0.9525741268224334
mobservice1_memory_1626322156,mobservice1,memory,mobile,2,0,1,1,0.8,"['mobservice2', 'mobservice1', 'webservice1', 'webservice2', 'dbservice1']",1.0
webservice1_memory_1626322165,webservice1,memory,web,3,0,1,1,0.6,"['mobservice2', 'mobservice1', 'webservice1', 'webservice2', 'dbservice1']",0.9426758241011313
mobservice2_memory_1626323276,mobservice2,memory,mobile,10,0,0,0,0.0,"['mobservice1', 'redisservice1', 'webservice2', 'webservice1', 'dbservice1']",1.0
logservice2_memory_1626325133,logservice2,memory,logging,8,0,0,0,0.0,"['mobservice1', 'redisservice1', 'redisservice2', 'webservice1', 'webservice2']",0.8314281226509297
dbservice2_memory_1626325390,dbservice2,memory,database,7,0,0,0,0.0,"['mobservice2', 'webservice1', 'redisservice2', 'mobservice1', 'redisservice1']",0.9057658787803728
mobservice1_memory_1626326168,mobservice1,memory,mobile,9,0,0,0,0.0,"['mobservice2', 'redisservice1', 'webservice2', 'webservice1', 'dbservice1']",1.0
logservice1_memory_1626328055,logservice1,memory,logging,9,0,0,0,0.0,"['mobservice1', 'mobservice2', 'webservice2', 'dbservice2', 'webservice1']",0.7737255632374244
dbservice2_memory_1626334718,dbservice2,memory,database,10,0,0,0,0.0,"['redisservice2', 'dbservice1', 'mobservice1', 'redisservice1', 'mobservice2']",0.9900700376169693
mobservice1_qr_expired_1626336309,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice2', 'dbservice1', 'redisservice2', 'redisservice1']",1.0
logservice1_memory_1626336834,logservice1,memory,logging,10,0,0,0,0.0,"['mobservice1', 'dbservice1', 'webservice2', 'mobservice2', 'dbservice2']",0.6896854939785542
redisservice1_memory_1626337048,redisservice1,memory,cache,6,0,0,0,0.0,"['mobservice1', 'webservice1', 'dbservice1', 'dbservice2', 'webservice2']",0.9997225772891002
dbservice1_memory_1626338404,dbservice1,memory,database,7,0,0,0,0.0,"['mobservice1', 'dbservice2', 'redisservice2', 'redisservice1', 'webservice2']",0.9116003227929417
dbservice1_memory_1626343595,dbservice1,memory,database,10,0,0,0,0.0,"['dbservice2', 'mobservice1', 'mobservice2', 'redisservice2', 'redisservice1']",0.969431674041836
mobservice1_memory_1626349453,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'redisservice2', 'webservice1', 'dbservice2', 'webservice2']",1.0
webservice1_file_move_1626351000,webservice1,file_move,web,3,0,1,1,0.6,"['mobservice1', 'redisservice2', 'webservice1', 'webservice2', 'dbservice1']",1.0
mobservice2_qr_expired_1626353097,mobservice2,qr_expired,mobile,6,0,0,0,0.0,"['dbservice1', 'mobservice1', 'redisservice2', 'redisservice1', 'logservice2']",0.9998766054240137
logservice2_memory_1626366727,logservice2,memory,logging,7,0,0,0,0.0,"['redisservice2', 'dbservice2', 'mobservice1', 'mobservice2', 'webservice1']",0.933654657801316
dbservice2_memory_1626367699,dbservice2,memory,database,10,0,0,0,0.0,"['dbservice1', 'redisservice2', 'mobservice2', 'logservice1', 'mobservice1']",1.0
mobservice1_qr_expired_1626368186,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice2', 'redisservice1', 'mobservice2', 'dbservice1']",1.0
logservice1_memory_1626371259,logservice1,memory,logging,6,0,0,0,0.0,"['dbservice2', 'mobservice2', 'mobservice1', 'webservice1', 'redisservice2']",0.9595806644888362
webservice1_memory_1626371978,webservice1,memory,web,5,0,0,1,0.2,"['dbservice2', 'dbservice1', 'redisservice1', 'mobservice2', 'webservice1']",0.9608342772032357
dbservice2_memory_1626372232,dbservice2,memory,database,2,0,1,1,0.8,"['logservice2', 'dbservice2', 'dbservice1', 'mobservice2', 'webservice2']",0.9934537905559462
webservice2_memory_1626374035,webservice2,memory,web,5,0,0,1,0.2,"['dbservice1', 'mobservice2', 'redisservice2', 'mobservice1', 'webservice2']",0.973403006423134
redisservice1_memory_1626374212,redisservice1,memory,cache,1,1,1,1,1.0,"['redisservice1', 'dbservice2', 'redisservice2', 'mobservice1', 'logservice1']",1.0
redisservice2_memory_1626375654,redisservice2,memory,cache,5,0,0,1,0.2,"['mobservice1', 'mobservice2', 'dbservice2', 'webservice2', 'redisservice2']",0.9928715532260369
mobservice2_qr_expired_1626386746,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['logservice2', 'mobservice2', 'redisservice1', 'dbservice1', 'dbservice2']",1.0
logservice1_memory_1626391352,logservice1,memory,logging,5,0,0,1,0.2,"['mobservice2', 'redisservice2', 'redisservice1', 'webservice2', 'logservice1']",0.9066053227024035
dbservice1_memory_1626393113,dbservice1,memory,database,3,0,1,1,0.6,"['dbservice2', 'mobservice2', 'dbservice1', 'webservice1', 'webservice2']",1.0
logservice2_memory_1626395096,logservice2,memory,logging,2,0,1,1,0.8,"['webservice2', 'logservice2', 'dbservice2', 'redisservice1', 'redisservice2']",0.9981279800052809
mobservice1_qr_expired_1626404786,mobservice1,qr_expired,mobile,6,0,0,0,0.0,"['webservice2', 'webservice1', 'logservice2', 'mobservice2', 'dbservice2']",0.7310585786300049
webservice1_memory_1626406508,webservice1,memory,web,9,0,0,0,0.0,"['webservice2', 'mobservice1', 'mobservice2', 'logservice1', 'redisservice2']",0.8650331494064416
dbservice1_memory_1626409893,dbservice1,memory,database,6,0,0,0,0.0,"['mobservice1', 'mobservice2', 'webservice2', 'webservice1', 'redisservice1']",0.9933071490757153
redisservice2_memory_1626410429,redisservice2,memory,cache,4,0,0,1,0.4,"['mobservice2', 'dbservice2', 'webservice2', 'redisservice2', 'webservice1']",0.999999997932802
mobservice2_memory_1626411067,mobservice2,memory,mobile,10,0,0,0,0.0,"['mobservice1', 'dbservice2', 'redisservice2', 'webservice1', 'webservice2']",1.0
logservice2_memory_1626412771,logservice2,memory,logging,7,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice2', 'dbservice1', 'logservice1']",0.9130481481863081
dbservice2_memory_1626415344,dbservice2,memory,database,5,0,0,1,0.2,"['mobservice1', 'redisservice1', 'webservice1', 'logservice2', 'dbservice2']",0.9707897029164454
webservice2_memory_1626417018,webservice2,memory,web,7,0,0,0,0.0,"['redisservice1', 'dbservice1', 'dbservice2', 'mobservice1', 'webservice1']",0.9454153396665778
dbservice2_memory_1626419131,dbservice2,memory,database,7,0,0,0,0.0,"['redisservice2', 'mobservice1', 'webservice1', 'webservice2', 'logservice1']",0.917688538431943
logservice1_memory_1626419736,logservice1,memory,logging,6,0,0,0,0.0,"['mobservice1', 'mobservice2', 'redisservice2', 'dbservice1', 'dbservice2']",0.932374769740052
mobservice2_qr_expired_1626422509,mobservice2,qr_expired,mobile,8,0,0,0,0.0,"['dbservice1', 'logservice1', 'logservice2', 'redisservice2', 'webservice1']",0.9998766054240137
dbservice1_memory_1626425140,dbservice1,memory,database,4,0,0,1,0.4,"['redisservice1', 'webservice1', 'webservice2', 'dbservice1', 'mobservice1']",0.999805484939665
webservice2_memory_1626427252,webservice2,memory,web,8,0,0,0,0.0,"['dbservice1', 'redisservice1', 'mobservice1', 'logservice2', 'logservice1']",0.8264764907738958
mobservice2_memory_1626429148,mobservice2,memory,mobile,2,0,1,1,0.8,"['mobservice1', 'mobservice2', 'redisservice2', 'dbservice2', 'logservice2']",1.0
dbservice2_memory_1626430015,dbservice2,memory,database,9,0,0,0,0.0,"['mobservice1', 'mobservice2', 'redisservice1', 'webservice2', 'webservice1']",1.0
mobservice1_qr_expired_1626433510,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'redisservice2', 'dbservice1', 'webservice2']",1.0
webservice1_memory_1626434165,webservice1,memory,web,6,0,0,0,0.0,"['logservice2', 'mobservice1', 'webservice2', 'redisservice1', 'dbservice1']",0.9826471991403658
mobservice2_memory_1626439231,mobservice2,memory,mobile,10,0,0,0,0.0,"['dbservice1', 'redisservice1', 'mobservice1', 'webservice1', 'redisservice2']",1.0
dbservice2_memory_1626442568,dbservice2,memory,database,2,0,1,1,0.8,"['dbservice1', 'dbservice2', 'mobservice2', 'redisservice1', 'redisservice2']",1.0
mobservice1_memory_1626444105,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'redisservice1', 'mobservice2', 'dbservice1', 'webservice2']",1.0
redisservice1_memory_1626444115,redisservice1,memory,cache,2,0,1,1,0.8,"['mobservice1', 'redisservice1', 'mobservice2', 'dbservice1', 'webservice2']",0.9999999999997518
mobservice1_memory_1626448997,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'redisservice1', 'logservice1', 'redisservice2', 'webservice1']",1.0
mobservice2_qr_expired_1626455756,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['dbservice2', 'mobservice2', 'logservice1', 'logservice2', 'mobservice1']",0.9999939932776971
mobservice2_memory_1626458752,mobservice2,memory,mobile,4,0,0,1,0.4,"['logservice2', 'redisservice1', 'mobservice1', 'mobservice2', 'webservice2']",0.9372464831010371
dbservice2_memory_1626459595,dbservice2,memory,database,1,1,1,1,1.0,"['dbservice2', 'mobservice2', 'redisservice1', 'redisservice2', 'webservice2']",1.0
mobservice1_qr_expired_1626462926,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'dbservice2', 'logservice1', 'logservice2']",1.0
logservice2_memory_1626469838,logservice2,memory,logging,5,0,0,1,0.2,"['mobservice1', 'webservice1', 'dbservice1', 'dbservice2', 'logservice2']",0.9999999999999463
dbservice1_memory_1626473914,dbservice1,memory,database,1,1,1,1,1.0,"['dbservice1', 'webservice2', 'redisservice1', 'logservice2', 'mobservice1']",0.9999294882118732
mobservice2_memory_1626474951,mobservice2,memory,mobile,10,0,0,0,0.0,"['redisservice1', 'mobservice1', 'webservice2', 'redisservice2', 'webservice1']",1.0
mobservice1_memory_1626488862,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'mobservice2', 'redisservice2', 'webservice1', 'webservice2']",1.0
mobservice2_qr_expired_1626488967,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['mobservice1', 'mobservice2', 'webservice1', 'dbservice1', 'redisservice2']",1.0
mobservice1_qr_expired_1626491905,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'mobservice2', 'dbservice1', 'logservice2']",1.0
redisservice2_memory_1626496139,redisservice2,memory,cache,10,0,0,0,0.0,"['webservice2', 'dbservice1', 'webservice1', 'dbservice2', 'redisservice1']",0.9999999999999998
dbservice2_memory_1626497813,dbservice2,memory,database,7,0,0,0,0.0,"['mobservice2', 'redisservice1', 'webservice1', 'dbservice1', 'mobservice1']",0.9054950623348709
webservice1_memory_1626498601,webservice1,memory,web,8,0,0,0,0.0,"['mobservice2', 'webservice2', 'dbservice2', 'mobservice1', 'redisservice2']",0.8319263683942799
logservice2_memory_1626498816,logservice2,memory,logging,7,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice2', 'dbservice1', 'redisservice1']",0.9316669734017007
webservice2_memory_1626506288,webservice2,memory,web,3,0,1,1,0.6,"['webservice1', 'mobservice2', 'webservice2', 'redisservice2', 'dbservice1']",0.9999999919289319
webservice1_file_move_1626509400,webservice1,file_move,web,3,0,1,1,0.6,"['dbservice1', 'mobservice2', 'webservice1', 'webservice2', 'redisservice2']",0.999999999994891
dbservice1_memory_1626511514,dbservice1,memory,database,10,0,0,0,0.0,"['webservice2', 'mobservice2', 'webservice1', 'redisservice2', 'redisservice1']",1.0
mobservice2_qr_expired_1626516592,mobservice2,qr_expired,mobile,9,0,0,0,0.0,"['webservice2', 'redisservice2', 'redisservice1', 'logservice2', 'logservice1']",0.7756505008461605
redisservice1_memory_1626517230,redisservice1,memory,cache,4,0,0,1,0.4,"['webservice1', 'redisservice2', 'dbservice2', 'redisservice1', 'mobservice1']",0.9528468405794303
mobservice2_memory_1626520226,mobservice2,memory,mobile,2,0,1,1,0.8,"['dbservice1', 'mobservice2', 'redisservice2', 'webservice1', 'dbservice2']",1.0
mobservice1_qr_expired_1626520267,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'mobservice2', 'dbservice2', 'redisservice1']",1.0
redisservice1_memory_1626520325,redisservice1,memory,cache,6,0,0,0,0.0,"['mobservice2', 'redisservice2', 'dbservice2', 'dbservice1', 'logservice2']",0.9528784427876302
webservice2_memory_1626525063,webservice2,memory,web,5,0,0,1,0.2,"['dbservice1', 'mobservice1', 'redisservice1', 'logservice2', 'webservice2']",0.9996853582216804
mobservice1_memory_1626534607,mobservice1,memory,mobile,8,0,0,0,0.0,"['mobservice2', 'dbservice2', 'logservice2', 'dbservice1', 'logservice1']",0.9483415776023515
mobservice2_memory_1626538101,mobservice2,memory,mobile,3,0,1,1,0.6,"['mobservice1', 'dbservice1', 'mobservice2', 'logservice1', 'redisservice2']",1.0
mobservice1_memory_1626538445,mobservice1,memory,mobile,5,0,0,1,0.2,"['dbservice1', 'redisservice1', 'mobservice2', 'redisservice2', 'mobservice1']",0.9811081844628308
dbservice1_memory_1626540721,dbservice1,memory,database,1,1,1,1,1.0,"['dbservice1', 'redisservice2', 'dbservice2', 'redisservice1', 'mobservice1']",1.0
logservice1_memory_1626541123,logservice1,memory,logging,4,0,0,1,0.4,"['redisservice1', 'webservice1', 'dbservice1', 'logservice1', 'dbservice2']",0.9791782532696277
webservice1_memory_1626548045,webservice1,memory,web,8,0,0,0,0.0,"['mobservice1', 'webservice2', 'logservice2', 'dbservice2', 'mobservice2']",0.892224810217568
mobservice2_qr_expired_1626548205,mobservice2,qr_expired,mobile,3,0,1,1,0.6,"['dbservice1', 'mobservice1', 'mobservice2', 'logservice1', 'redisservice2']",1.0
mobservice1_qr_expired_1626551052,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'dbservice1', 'logservice1', 'logservice2', 'webservice2']",0.9998766054240137
logservice1_memory_1626551793,logservice1,memory,logging,3,0,1,1,0.6,"['dbservice2', 'logservice2', 'logservice1', 'mobservice2', 'redisservice1']",0.9999999999999452
redisservice1_memory_1626552122,redisservice1,memory,cache,5,0,0,1,0.2,"['logservice2', 'logservice1', 'mobservice2', 'webservice1', 'redisservice1']",0.9606657766199352
dbservice1_memory_1626552538,dbservice1,memory,database,1,1,1,1,1.0,"['dbservice1', 'mobservice2', 'dbservice2', 'webservice2', 'redisservice1']",1.0
mobservice1_memory_1626555752,mobservice1,memory,mobile,6,0,0,0,0.0,"['redisservice1', 'redisservice2', 'webservice2', 'dbservice1', 'logservice2']",0.9999999999999998
logservice2_memory_1626568670,logservice2,memory,logging,10,0,0,0,0.0,"['dbservice1', 'redisservice2', 'webservice2', 'redisservice1', 'mobservice2']",0.7655314883569643
logservice1_memory_1626571662,logservice1,memory,logging,9,0,0,0,0.0,"['webservice1', 'mobservice1', 'mobservice2', 'logservice2', 'redisservice1']",0.8066786301976913
logservice1_memory_1626575299,logservice1,memory,logging,8,0,0,0,0.0,"['webservice1', 'dbservice2', 'mobservice2', 'redisservice2', 'webservice2']",0.9116003227929417
mobservice2_qr_expired_1626576971,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'webservice2', 'dbservice1', 'dbservice2']",1.0
mobservice1_qr_expired_1626580037,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'mobservice2', 'webservice1', 'redisservice1', 'redisservice2']",1.0
dbservice2_memory_1626585941,dbservice2,memory,database,7,0,0,0,0.0,"['redisservice1', 'mobservice1', 'webservice2', 'redisservice2', 'logservice1']",0.8826478498201978
webservice2_memory_1626589456,webservice2,memory,web,3,0,1,1,0.6,"['dbservice2', 'redisservice2', 'webservice2', 'logservice2', 'mobservice2']",0.9999999986491619
dbservice1_memory_1626598508,dbservice1,memory,database,1,1,1,1,1.0,"['dbservice1', 'webservice2', 'redisservice1', 'logservice2', 'logservice1']",1.0
dbservice2_memory_1626602315,dbservice2,memory,database,9,0,0,0,0.0,"['mobservice2', 'dbservice1', 'logservice2', 'redisservice2', 'logservice1']",0.8243657054979284
webservice1_memory_1626605103,webservice1,memory,web,8,0,0,0,0.0,"['mobservice2', 'dbservice2', 'logservice1', 'logservice2', 'webservice2']",0.9121867114290447
mobservice2_memory_1626607047,mobservice2,memory,mobile,5,0,0,1,0.2,"['mobservice1', 'redisservice2', 'dbservice1', 'dbservice2', 'mobservice2']",0.9339488693619237
mobservice1_qr_expired_1626607583,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'redisservice2', 'logservice1', 'dbservice1', 'logservice2']",0.9999999999982621
dbservice2_memory_1626607598,dbservice2,memory,database,6,0,0,0,0.0,"['mobservice1', 'mobservice2', 'webservice1', 'webservice2', 'logservice1']",0.8840240863403572
mobservice2_qr_expired_1626607755,mobservice2,qr_expired,mobile,8,0,0,0,0.0,"['redisservice2', 'logservice2', 'dbservice2', 'logservice1', 'redisservice1']",0.9525741268224334
mobservice1_memory_1626607827,mobservice1,memory,mobile,10,0,0,0,0.0,"['redisservice1', 'dbservice2', 'mobservice2', 'redisservice2', 'webservice2']",0.9999999999998694
logservice1_memory_1626608283,logservice1,memory,logging,10,0,0,0,0.0,"['dbservice2', 'dbservice1', 'redisservice2', 'webservice1', 'mobservice2']",0.7772998611746911
logservice1_memory_1626632009,logservice1,memory,logging,8,0,0,0,0.0,"['mobservice1', 'redisservice2', 'webservice2', 'webservice1', 'logservice2']",0.8819575659069311
mobservice1_qr_expired_1626632651,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'mobservice2', 'dbservice2', 'logservice2']",1.0
mobservice1_memory_1626635810,mobservice1,memory,mobile,9,0,0,0,0.0,"['webservice2', 'webservice1', 'mobservice2', 'dbservice1', 'dbservice2']",1.0
mobservice2_qr_expired_1626636652,mobservice2,qr_expired,mobile,7,0,0,0,0.0,"['dbservice1', 'mobservice1', 'redisservice2', 'webservice1', 'dbservice2']",0.9640459503342172
mobservice1_memory_1626640654,mobservice1,memory,mobile,10,0,0,0,0.0,"['redisservice1', 'redisservice2', 'mobservice2', 'webservice1', 'logservice1']",0.7599673265243956
dbservice2_memory_1626647915,dbservice2,memory,database,3,0,1,1,0.6,"['mobservice2', 'webservice1', 'dbservice2', 'redisservice1', 'dbservice1']",1.0
dbservice2_memory_1626651683,dbservice2,memory,database,10,0,0,0,0.0,"['mobservice1', 'webservice1', 'redisservice2', 'dbservice1', 'logservice1']",1.0
redisservice2_memory_1626741618,redisservice2,memory,cache,3,0,1,1,0.6,"['mobservice2', 'redisservice1', 'redisservice2', 'mobservice1', 'dbservice1']",0.9332143485360824
dbservice2_memory_1626750100,dbservice2,memory,database,1,1,1,1,1.0,"['dbservice2', 'redisservice1', 'redisservice2', 'webservice1', 'mobservice1']",0.9999606824796808
webservice2_errno111_1626750601,webservice2,errno111,web,5,0,0,1,0.2,"['mobservice2', 'redisservice1', 'dbservice1', 'redisservice2', 'webservice2']",0.96859277284011
