dataset,service,fault,instance,seed,budget,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,kept_trace_count,kept_anomalous_trace_count,total_reduction,post_injection_reduction,top5_services
RE2-OB,recommendationservice,socket,3,2032,0.1,0.0,1.0,1.0,0.8,24678,12284,13622,1228,0.44801037361212415,0.9000325626831651,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,recommendationservice,socket,3,2032,0.15,0.0,1.0,1.0,0.8,24678,12284,14237,1843,0.4230893913607262,0.8499674373168349,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,socket,3,2032,0.2,0.0,1.0,1.0,0.8,24678,12284,14851,2457,0.3982089310316882,0.7999837186584174,"['frontendservice', 'recommendationservice', 'checkoutservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,recommendationservice,socket,3,2032,0.25,0.0,1.0,1.0,0.8,24678,12284,15465,3071,0.3733284707026502,0.75,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2032,0.35,0.0,1.0,1.0,0.8,24678,12284,16693,4299,0.32356755004457416,0.6500325626831651,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2032,0.5,0.0,1.0,1.0,0.8,24678,12284,18536,6142,0.24888564713510009,0.5,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2032,0.75,0.0,1.0,1.0,0.8,24678,12284,21607,9213,0.1244428235675501,0.25,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2032,1.0,0.0,1.0,1.0,0.8,24678,12284,24678,12284,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2033,0.05,0.0,1.0,1.0,0.8,24678,12284,13008,614,0.47289083394116216,0.9500162813415826,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'paymentservice']"
RE2-OB,recommendationservice,socket,3,2033,0.1,0.0,1.0,1.0,0.8,24678,12284,13622,1228,0.44801037361212415,0.9000325626831651,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2033,0.15,0.0,1.0,1.0,0.8,24678,12284,14237,1843,0.4230893913607262,0.8499674373168349,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'emailservice']"
RE2-OB,recommendationservice,socket,3,2033,0.2,0.0,1.0,1.0,0.8,24678,12284,14851,2457,0.3982089310316882,0.7999837186584174,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2033,0.25,0.0,1.0,1.0,0.8,24678,12284,15465,3071,0.3733284707026502,0.75,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,socket,3,2033,0.35,0.0,1.0,1.0,0.8,24678,12284,16693,4299,0.32356755004457416,0.6500325626831651,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2033,0.5,0.0,1.0,1.0,0.8,24678,12284,18536,6142,0.24888564713510009,0.5,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2033,0.75,0.0,1.0,1.0,0.8,24678,12284,21607,9213,0.1244428235675501,0.25,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2033,1.0,0.0,1.0,1.0,0.8,24678,12284,24678,12284,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2034,0.05,0.0,1.0,1.0,0.8,24678,12284,13008,614,0.47289083394116216,0.9500162813415826,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2034,0.1,0.0,1.0,1.0,0.8,24678,12284,13622,1228,0.44801037361212415,0.9000325626831651,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2034,0.15,0.0,1.0,1.0,0.8,24678,12284,14237,1843,0.4230893913607262,0.8499674373168349,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,socket,3,2034,0.2,0.0,1.0,1.0,0.8,24678,12284,14851,2457,0.3982089310316882,0.7999837186584174,"['frontendservice', 'recommendationservice', 'checkoutservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,recommendationservice,socket,3,2034,0.25,0.0,1.0,1.0,0.8,24678,12284,15465,3071,0.3733284707026502,0.75,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2034,0.35,0.0,1.0,1.0,0.8,24678,12284,16693,4299,0.32356755004457416,0.6500325626831651,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2034,0.5,0.0,1.0,1.0,0.8,24678,12284,18536,6142,0.24888564713510009,0.5,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,socket,3,2034,0.75,0.0,1.0,1.0,0.8,24678,12284,21607,9213,0.1244428235675501,0.25,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2034,1.0,0.0,1.0,1.0,0.8,24678,12284,24678,12284,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2035,0.05,0.0,1.0,1.0,0.8,24678,12284,13008,614,0.47289083394116216,0.9500162813415826,"['frontendservice', 'recommendationservice', 'emailservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,socket,3,2035,0.1,0.0,1.0,1.0,0.8,24678,12284,13622,1228,0.44801037361212415,0.9000325626831651,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'emailservice']"
RE2-OB,recommendationservice,socket,3,2035,0.15,0.0,1.0,1.0,0.8,24678,12284,14237,1843,0.4230893913607262,0.8499674373168349,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,socket,3,2035,0.2,0.0,1.0,1.0,0.8,24678,12284,14851,2457,0.3982089310316882,0.7999837186584174,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2035,0.25,0.0,1.0,1.0,0.8,24678,12284,15465,3071,0.3733284707026502,0.75,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'paymentservice']"
RE2-OB,recommendationservice,socket,3,2035,0.35,0.0,1.0,1.0,0.8,24678,12284,16693,4299,0.32356755004457416,0.6500325626831651,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,socket,3,2035,0.5,0.0,1.0,1.0,0.8,24678,12284,18536,6142,0.24888564713510009,0.5,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,socket,3,2035,0.75,0.0,1.0,1.0,0.8,24678,12284,21607,9213,0.1244428235675501,0.25,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,2035,1.0,0.0,1.0,1.0,0.8,24678,12284,24678,12284,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-TT,ts-auth-service,cpu,1,2026,0.05,1.0,1.0,1.0,1.0,6707,3284,3587,164,0.4651856269569107,0.9500609013398295,"['ts-auth-service', 'ts-order-other-service', 'ts-route-service', 'ts-config-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2026,0.1,1.0,1.0,1.0,1.0,6707,3284,3751,328,0.4407335619502013,0.9001218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-travel-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2026,0.15,1.0,1.0,1.0,1.0,6707,3284,3916,493,0.41613239898613386,0.8498781973203411,"['ts-auth-service', 'ts-basic-service', 'ts-train-service', 'ts-route-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,cpu,1,2026,0.2,1.0,1.0,1.0,1.0,6707,3284,4080,657,0.3916803339794245,0.7999390986601705,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-train-service', 'ts-travel-service']"
RE2-TT,ts-auth-service,cpu,1,2026,0.25,1.0,1.0,1.0,1.0,6707,3284,4244,821,0.3672282689727151,0.75,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2026,0.35,1.0,1.0,1.0,1.0,6707,3284,4572,1149,0.31832413895929623,0.6501218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-train-service', 'ts-ticketinfo-service']"
RE2-TT,ts-auth-service,cpu,1,2026,0.5,1.0,1.0,1.0,1.0,6707,3284,5065,1642,0.24481884598181003,0.5,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2026,0.75,1.0,1.0,1.0,1.0,6707,3284,5886,2463,0.12240942299090507,0.25,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2026,1.0,1.0,1.0,1.0,1.0,6707,3284,6707,3284,0.0,0.0,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2027,0.05,1.0,1.0,1.0,1.0,6707,3284,3587,164,0.4651856269569107,0.9500609013398295,"['ts-auth-service', 'ts-travel-service', 'ts-basic-service', 'ts-route-service', 'ts-order-service']"
RE2-TT,ts-auth-service,cpu,1,2027,0.1,1.0,1.0,1.0,1.0,6707,3284,3751,328,0.4407335619502013,0.9001218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2027,0.15,1.0,1.0,1.0,1.0,6707,3284,3916,493,0.41613239898613386,0.8498781973203411,"['ts-auth-service', 'ts-basic-service', 'ts-train-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2027,0.2,1.0,1.0,1.0,1.0,6707,3284,4080,657,0.3916803339794245,0.7999390986601705,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2027,0.25,1.0,1.0,1.0,1.0,6707,3284,4244,821,0.3672282689727151,0.75,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2027,0.35,1.0,1.0,1.0,1.0,6707,3284,4572,1149,0.31832413895929623,0.6501218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2027,0.5,1.0,1.0,1.0,1.0,6707,3284,5065,1642,0.24481884598181003,0.5,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2027,0.75,1.0,1.0,1.0,1.0,6707,3284,5886,2463,0.12240942299090507,0.25,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2027,1.0,1.0,1.0,1.0,1.0,6707,3284,6707,3284,0.0,0.0,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2028,0.05,1.0,1.0,1.0,1.0,6707,3284,3587,164,0.4651856269569107,0.9500609013398295,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2028,0.1,1.0,1.0,1.0,1.0,6707,3284,3751,328,0.4407335619502013,0.9001218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2028,0.15,1.0,1.0,1.0,1.0,6707,3284,3916,493,0.41613239898613386,0.8498781973203411,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2028,0.2,1.0,1.0,1.0,1.0,6707,3284,4080,657,0.3916803339794245,0.7999390986601705,"['ts-auth-service', 'ts-order-other-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2028,0.25,1.0,1.0,1.0,1.0,6707,3284,4244,821,0.3672282689727151,0.75,"['ts-auth-service', 'ts-basic-service', 'ts-train-service', 'ts-ticketinfo-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,cpu,1,2028,0.35,1.0,1.0,1.0,1.0,6707,3284,4572,1149,0.31832413895929623,0.6501218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-route-service']"
RE2-TT,ts-auth-service,cpu,1,2028,0.5,1.0,1.0,1.0,1.0,6707,3284,5065,1642,0.24481884598181003,0.5,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2028,0.75,1.0,1.0,1.0,1.0,6707,3284,5886,2463,0.12240942299090507,0.25,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2028,1.0,1.0,1.0,1.0,1.0,6707,3284,6707,3284,0.0,0.0,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2029,0.05,1.0,1.0,1.0,1.0,6707,3284,3587,164,0.4651856269569107,0.9500609013398295,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-travel-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2029,0.1,1.0,1.0,1.0,1.0,6707,3284,3751,328,0.4407335619502013,0.9001218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2029,0.15,1.0,1.0,1.0,1.0,6707,3284,3916,493,0.41613239898613386,0.8498781973203411,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2029,0.2,1.0,1.0,1.0,1.0,6707,3284,4080,657,0.3916803339794245,0.7999390986601705,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-train-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,cpu,1,2029,0.25,1.0,1.0,1.0,1.0,6707,3284,4244,821,0.3672282689727151,0.75,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-route-service']"
RE2-TT,ts-auth-service,cpu,1,2029,0.35,1.0,1.0,1.0,1.0,6707,3284,4572,1149,0.31832413895929623,0.6501218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,cpu,1,2029,0.5,1.0,1.0,1.0,1.0,6707,3284,5065,1642,0.24481884598181003,0.5,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,cpu,1,2029,0.75,1.0,1.0,1.0,1.0,6707,3284,5886,2463,0.12240942299090507,0.25,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2029,1.0,1.0,1.0,1.0,1.0,6707,3284,6707,3284,0.0,0.0,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2030,0.05,1.0,1.0,1.0,1.0,6707,3284,3587,164,0.4651856269569107,0.9500609013398295,"['ts-auth-service', 'ts-travel-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-service']"
RE2-TT,ts-auth-service,cpu,1,2030,0.1,1.0,1.0,1.0,1.0,6707,3284,3751,328,0.4407335619502013,0.9001218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2030,0.15,1.0,1.0,1.0,1.0,6707,3284,3916,493,0.41613239898613386,0.8498781973203411,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2030,0.2,1.0,1.0,1.0,1.0,6707,3284,4080,657,0.3916803339794245,0.7999390986601705,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-travel-service']"
RE2-TT,ts-auth-service,cpu,1,2030,0.25,1.0,1.0,1.0,1.0,6707,3284,4244,821,0.3672282689727151,0.75,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2030,0.35,1.0,1.0,1.0,1.0,6707,3284,4572,1149,0.31832413895929623,0.6501218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,cpu,1,2030,0.5,1.0,1.0,1.0,1.0,6707,3284,5065,1642,0.24481884598181003,0.5,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2030,0.75,1.0,1.0,1.0,1.0,6707,3284,5886,2463,0.12240942299090507,0.25,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2030,1.0,1.0,1.0,1.0,1.0,6707,3284,6707,3284,0.0,0.0,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2031,0.05,1.0,1.0,1.0,1.0,6707,3284,3587,164,0.4651856269569107,0.9500609013398295,"['ts-auth-service', 'ts-order-other-service', 'ts-basic-service', 'ts-train-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2031,0.1,1.0,1.0,1.0,1.0,6707,3284,3751,328,0.4407335619502013,0.9001218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-travel-service']"
RE2-TT,ts-auth-service,cpu,1,2031,0.15,1.0,1.0,1.0,1.0,6707,3284,3916,493,0.41613239898613386,0.8498781973203411,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,cpu,1,2031,0.2,1.0,1.0,1.0,1.0,6707,3284,4080,657,0.3916803339794245,0.7999390986601705,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2031,0.25,1.0,1.0,1.0,1.0,6707,3284,4244,821,0.3672282689727151,0.75,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-route-service']"
RE2-TT,ts-auth-service,cpu,1,2031,0.35,1.0,1.0,1.0,1.0,6707,3284,4572,1149,0.31832413895929623,0.6501218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,cpu,1,2031,0.5,1.0,1.0,1.0,1.0,6707,3284,5065,1642,0.24481884598181003,0.5,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2031,0.75,1.0,1.0,1.0,1.0,6707,3284,5886,2463,0.12240942299090507,0.25,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2031,1.0,1.0,1.0,1.0,1.0,6707,3284,6707,3284,0.0,0.0,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2032,0.05,1.0,1.0,1.0,1.0,6707,3284,3587,164,0.4651856269569107,0.9500609013398295,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-route-service']"
RE2-TT,ts-auth-service,cpu,1,2032,0.1,1.0,1.0,1.0,1.0,6707,3284,3751,328,0.4407335619502013,0.9001218026796589,"['ts-auth-service', 'ts-order-other-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2032,0.15,1.0,1.0,1.0,1.0,6707,3284,3916,493,0.41613239898613386,0.8498781973203411,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,cpu,1,2032,0.2,1.0,1.0,1.0,1.0,6707,3284,4080,657,0.3916803339794245,0.7999390986601705,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2032,0.25,1.0,1.0,1.0,1.0,6707,3284,4244,821,0.3672282689727151,0.75,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-train-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2032,0.35,1.0,1.0,1.0,1.0,6707,3284,4572,1149,0.31832413895929623,0.6501218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2032,0.5,1.0,1.0,1.0,1.0,6707,3284,5065,1642,0.24481884598181003,0.5,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2032,0.75,1.0,1.0,1.0,1.0,6707,3284,5886,2463,0.12240942299090507,0.25,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2032,1.0,1.0,1.0,1.0,1.0,6707,3284,6707,3284,0.0,0.0,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2033,0.05,1.0,1.0,1.0,1.0,6707,3284,3587,164,0.4651856269569107,0.9500609013398295,"['ts-auth-service', 'ts-order-other-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2033,0.1,1.0,1.0,1.0,1.0,6707,3284,3751,328,0.4407335619502013,0.9001218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-train-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2033,0.15,1.0,1.0,1.0,1.0,6707,3284,3916,493,0.41613239898613386,0.8498781973203411,"['ts-auth-service', 'ts-basic-service', 'ts-train-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2033,0.2,1.0,1.0,1.0,1.0,6707,3284,4080,657,0.3916803339794245,0.7999390986601705,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-train-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2033,0.25,1.0,1.0,1.0,1.0,6707,3284,4244,821,0.3672282689727151,0.75,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-route-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2033,0.35,1.0,1.0,1.0,1.0,6707,3284,4572,1149,0.31832413895929623,0.6501218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-train-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,cpu,1,2033,0.5,1.0,1.0,1.0,1.0,6707,3284,5065,1642,0.24481884598181003,0.5,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2033,0.75,1.0,1.0,1.0,1.0,6707,3284,5886,2463,0.12240942299090507,0.25,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2033,1.0,1.0,1.0,1.0,1.0,6707,3284,6707,3284,0.0,0.0,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2034,0.05,1.0,1.0,1.0,1.0,6707,3284,3587,164,0.4651856269569107,0.9500609013398295,"['ts-auth-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2034,0.1,1.0,1.0,1.0,1.0,6707,3284,3751,328,0.4407335619502013,0.9001218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2034,0.15,1.0,1.0,1.0,1.0,6707,3284,3916,493,0.41613239898613386,0.8498781973203411,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-train-service']"
RE2-TT,ts-auth-service,cpu,1,2034,0.2,1.0,1.0,1.0,1.0,6707,3284,4080,657,0.3916803339794245,0.7999390986601705,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-train-service', 'ts-ticketinfo-service']"
RE2-TT,ts-auth-service,cpu,1,2034,0.25,1.0,1.0,1.0,1.0,6707,3284,4244,821,0.3672282689727151,0.75,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,2034,0.35,1.0,1.0,1.0,1.0,6707,3284,4572,1149,0.31832413895929623,0.6501218026796589,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
