dataset,service,fault,instance,budget,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,kept_trace_count,kept_anomalous_trace_count,top5_services
RE2-OB,recommendationservice,mem,1,0.25,0.0,1.0,1.0,0.8,24159,11808,15303,2952,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,mem,1,0.5,0.0,1.0,1.0,0.8,24159,11808,18255,5904,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,mem,1,1.0,0.0,1.0,1.0,0.8,24159,11808,24159,11808,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,mem,2,0.1,0.0,1.0,1.0,0.8,24014,11684,13498,1168,"['frontendservice', 'recommendationservice', 'paymentservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,mem,2,0.25,0.0,1.0,1.0,0.8,24014,11684,15251,2921,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'paymentservice']"
RE2-OB,recommendationservice,mem,2,0.5,0.0,1.0,1.0,0.8,24014,11684,18172,5842,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,mem,2,1.0,0.0,1.0,1.0,0.8,24014,11684,24014,11684,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,mem,3,0.1,0.0,1.0,1.0,0.8,23936,11606,13491,1161,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,mem,3,0.25,0.0,1.0,1.0,0.8,23936,11606,15232,2902,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,mem,3,0.5,0.0,1.0,1.0,0.8,23936,11606,18133,5803,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,mem,3,1.0,0.0,1.0,1.0,0.8,23936,11606,23936,11606,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,checkoutservice,socket,1,0.1,1.0,1.0,1.0,1.0,24642,12171,13688,1217,"['checkoutservice', 'frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,socket,1,0.25,1.0,1.0,1.0,1.0,24642,12171,15514,3043,"['checkoutservice', 'frontendservice', 'recommendationservice', 'currencyservice', 'paymentservice']"
RE2-OB,checkoutservice,socket,1,0.5,1.0,1.0,1.0,1.0,24642,12171,18557,6086,"['checkoutservice', 'frontendservice', 'currencyservice', 'recommendationservice', 'paymentservice']"
RE2-OB,checkoutservice,socket,1,1.0,1.0,1.0,1.0,1.0,24642,12171,24642,12171,"['checkoutservice', 'frontendservice', 'currencyservice', 'paymentservice', 'productcatalogservice']"
RE2-OB,checkoutservice,socket,2,0.1,1.0,1.0,1.0,1.0,24729,12160,13785,1216,"['checkoutservice', 'frontendservice', 'paymentservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,socket,2,0.25,0.0,1.0,1.0,0.8,24729,12160,15609,3040,"['frontendservice', 'checkoutservice', 'currencyservice', 'emailservice', 'paymentservice']"
RE2-OB,checkoutservice,socket,2,0.5,0.0,1.0,1.0,0.8,24729,12160,18649,6080,"['frontendservice', 'checkoutservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,checkoutservice,socket,2,1.0,0.0,1.0,1.0,0.8,24729,12160,24729,12160,"['frontendservice', 'checkoutservice', 'productcatalogservice', 'currencyservice', 'paymentservice']"
RE2-OB,checkoutservice,socket,3,0.1,1.0,1.0,1.0,1.0,24821,12378,13681,1238,"['checkoutservice', 'frontendservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,checkoutservice,socket,3,0.25,1.0,1.0,1.0,1.0,24821,12378,15537,3094,"['checkoutservice', 'frontendservice', 'emailservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,checkoutservice,socket,3,0.5,1.0,1.0,1.0,1.0,24821,12378,18632,6189,"['checkoutservice', 'frontendservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,socket,3,1.0,1.0,1.0,1.0,1.0,24821,12378,24821,12378,"['checkoutservice', 'frontendservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,currencyservice,socket,1,0.1,0.0,1.0,1.0,0.6,24741,12340,13635,1234,"['frontendservice', 'checkoutservice', 'currencyservice', 'recommendationservice', 'productcatalogservice']"
RE2-OB,currencyservice,socket,1,0.25,0.0,1.0,1.0,0.8,24741,12340,15486,3085,"['frontendservice', 'currencyservice', 'checkoutservice', 'productcatalogservice', 'emailservice']"
RE2-OB,currencyservice,socket,1,0.5,0.0,1.0,1.0,0.8,24741,12340,18571,6170,"['frontendservice', 'currencyservice', 'checkoutservice', 'emailservice', 'productcatalogservice']"
RE2-OB,currencyservice,socket,1,1.0,0.0,1.0,1.0,0.8,24741,12340,24741,12340,"['frontendservice', 'currencyservice', 'checkoutservice', 'emailservice', 'productcatalogservice']"
RE2-OB,currencyservice,socket,2,0.1,0.0,1.0,1.0,0.8,24195,11859,13522,1186,"['frontendservice', 'currencyservice', 'checkoutservice', 'productcatalogservice', 'recommendationservice']"
RE2-OB,currencyservice,socket,2,0.25,0.0,1.0,1.0,0.8,24195,11859,15301,2965,"['frontendservice', 'currencyservice', 'checkoutservice', 'productcatalogservice', 'recommendationservice']"
RE2-OB,currencyservice,socket,2,0.5,0.0,1.0,1.0,0.8,24195,11859,18266,5930,"['frontendservice', 'currencyservice', 'checkoutservice', 'productcatalogservice', 'recommendationservice']"
RE2-OB,currencyservice,socket,2,1.0,0.0,1.0,1.0,0.8,24195,11859,24195,11859,"['frontendservice', 'currencyservice', 'checkoutservice', 'productcatalogservice', 'recommendationservice']"
RE2-OB,currencyservice,socket,3,0.1,0.0,1.0,1.0,0.6,24297,11655,13808,1166,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,currencyservice,socket,3,0.25,0.0,1.0,1.0,0.6,24297,11655,15556,2914,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,currencyservice,socket,3,0.5,0.0,1.0,1.0,0.6,24297,11655,18470,5828,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'recommendationservice']"
RE2-OB,currencyservice,socket,3,1.0,0.0,1.0,1.0,0.6,24297,11655,24297,11655,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'recommendationservice']"
RE2-OB,emailservice,socket,1,0.1,0.0,1.0,1.0,0.6,24861,12476,13633,1248,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,socket,1,0.25,0.0,1.0,1.0,0.6,24861,12476,15504,3119,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'recommendationservice']"
RE2-OB,emailservice,socket,1,0.5,0.0,1.0,1.0,0.6,24861,12476,18623,6238,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'recommendationservice']"
RE2-OB,emailservice,socket,1,1.0,0.0,1.0,1.0,0.6,24861,12476,24861,12476,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,socket,2,0.1,0.0,1.0,1.0,0.6,25065,12729,13609,1273,"['checkoutservice', 'frontendservice', 'emailservice', 'paymentservice', 'currencyservice']"
RE2-OB,emailservice,socket,2,0.25,0.0,1.0,1.0,0.6,25065,12729,15518,3182,"['checkoutservice', 'frontendservice', 'emailservice', 'paymentservice', 'currencyservice']"
RE2-OB,emailservice,socket,2,0.5,0.0,1.0,1.0,0.6,25065,12729,18700,6364,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'paymentservice']"
RE2-OB,emailservice,socket,2,1.0,0.0,1.0,1.0,0.6,25065,12729,25065,12729,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,socket,3,0.1,0.0,0.0,0.0,0.0,24698,12323,13607,1232,"['frontendservice', 'checkoutservice', 'recommendationservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,socket,3,0.25,0.0,0.0,1.0,0.4,24698,12323,15456,3081,"['frontendservice', 'checkoutservice', 'currencyservice', 'emailservice', 'recommendationservice']"
RE2-OB,emailservice,socket,3,0.5,0.0,1.0,1.0,0.6,24698,12323,18537,6162,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'recommendationservice']"
RE2-OB,emailservice,socket,3,1.0,0.0,1.0,1.0,0.6,24698,12323,24698,12323,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,productcatalogservice,socket,1,0.1,0.0,0.0,1.0,0.4,23633,11209,13545,1121,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,productcatalogservice,socket,1,0.25,0.0,0.0,1.0,0.4,23633,11209,15226,2802,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,productcatalogservice,socket,1,0.5,0.0,0.0,1.0,0.4,23633,11209,18028,5604,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,productcatalogservice,socket,1,1.0,0.0,0.0,1.0,0.4,23633,11209,23633,11209,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,productcatalogservice,socket,2,0.1,0.0,0.0,1.0,0.2,24488,12118,13582,1212,"['frontendservice', 'recommendationservice', 'checkoutservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,productcatalogservice,socket,2,0.25,0.0,0.0,1.0,0.4,24488,12118,15400,3030,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,productcatalogservice,socket,2,0.5,0.0,0.0,1.0,0.4,24488,12118,18429,6059,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,productcatalogservice,socket,2,1.0,0.0,0.0,1.0,0.4,24488,12118,24488,12118,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,productcatalogservice,socket,3,0.1,0.0,0.0,1.0,0.4,24745,12374,13608,1237,"['recommendationservice', 'frontendservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,productcatalogservice,socket,3,0.25,0.0,0.0,1.0,0.4,24745,12374,15465,3094,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,productcatalogservice,socket,3,0.5,0.0,0.0,1.0,0.4,24745,12374,18558,6187,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,productcatalogservice,socket,3,1.0,0.0,0.0,1.0,0.4,24745,12374,24745,12374,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,1,0.1,0.0,1.0,1.0,0.8,18952,6605,13007,660,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,socket,1,0.25,0.0,1.0,1.0,0.8,18952,6605,13998,1651,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,socket,1,0.5,0.0,1.0,1.0,0.8,18952,6605,15649,3302,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,socket,1,1.0,0.0,1.0,1.0,0.8,18952,6605,18952,6605,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,socket,2,0.1,0.0,1.0,1.0,0.8,24697,12352,13580,1235,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,2,0.25,0.0,1.0,1.0,0.8,24697,12352,15433,3088,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,socket,2,0.5,0.0,1.0,1.0,0.8,24697,12352,18521,6176,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,socket,2,1.0,0.0,1.0,1.0,0.8,24697,12352,24697,12352,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,socket,3,0.1,0.0,1.0,1.0,0.8,24678,12284,13622,1228,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,0.25,0.0,1.0,1.0,0.8,24678,12284,15465,3071,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,0.5,0.0,1.0,1.0,0.8,24678,12284,18536,6142,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,socket,3,1.0,0.0,1.0,1.0,0.8,24678,12284,24678,12284,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-TT,ts-auth-service,cpu,1,0.1,1.0,1.0,1.0,1.0,6707,3284,3751,328,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,0.25,1.0,1.0,1.0,1.0,6707,3284,4244,821,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,0.5,1.0,1.0,1.0,1.0,6707,3284,5065,1642,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,1,1.0,1.0,1.0,1.0,1.0,6707,3284,6707,3284,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,2,0.1,1.0,1.0,1.0,1.0,6475,3151,3639,315,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,cpu,2,0.25,1.0,1.0,1.0,1.0,6475,3151,4112,788,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-travel2-service', 'ts-route-service']"
RE2-TT,ts-auth-service,cpu,2,0.5,1.0,1.0,1.0,1.0,6475,3151,4900,1576,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-travel-service']"
RE2-TT,ts-auth-service,cpu,2,1.0,1.0,1.0,1.0,1.0,6475,3151,6475,3151,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-travel2-service']"
RE2-TT,ts-auth-service,cpu,3,0.1,1.0,1.0,1.0,1.0,6408,3146,3577,315,"['ts-auth-service', 'ts-seat-service', 'ts-basic-service', 'ts-order-service', 'ts-route-service']"
RE2-TT,ts-auth-service,cpu,3,0.25,1.0,1.0,1.0,1.0,6408,3146,4048,786,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-train-service', 'ts-route-service']"
RE2-TT,ts-auth-service,cpu,3,0.5,1.0,1.0,1.0,1.0,6408,3146,4835,1573,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-ticketinfo-service', 'ts-route-service']"
RE2-TT,ts-auth-service,cpu,3,1.0,1.0,1.0,1.0,1.0,6408,3146,6408,3146,"['ts-auth-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service', 'ts-ticketinfo-service']"
RE2-TT,ts-order-service,cpu,1,0.1,1.0,1.0,1.0,1.0,6477,3295,3512,330,"['ts-order-service', 'ts-seat-service', 'ts-station-service', 'ts-inside-payment-service', 'ts-auth-service']"
RE2-TT,ts-order-service,cpu,1,0.25,1.0,1.0,1.0,1.0,6477,3295,4006,824,"['ts-order-service', 'ts-seat-service', 'ts-station-service', 'ts-inside-payment-service', 'ts-security-service']"
RE2-TT,ts-order-service,cpu,1,0.5,1.0,1.0,1.0,1.0,6477,3295,4830,1648,"['ts-order-service', 'ts-seat-service', 'ts-station-service', 'ts-security-service', 'ts-inside-payment-service']"
RE2-TT,ts-order-service,cpu,1,1.0,1.0,1.0,1.0,1.0,6477,3295,6477,3295,"['ts-order-service', 'ts-seat-service', 'ts-station-service', 'ts-inside-payment-service', 'ts-security-service']"
RE2-TT,ts-order-service,cpu,2,0.1,0.0,1.0,1.0,0.8,6746,3310,3767,331,"['ts-seat-service', 'ts-order-service', 'ts-station-service', 'ts-train-service', 'ts-basic-service']"
RE2-TT,ts-order-service,cpu,2,0.25,0.0,1.0,1.0,0.8,6746,3310,4264,828,"['ts-seat-service', 'ts-order-service', 'ts-basic-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-order-service,cpu,2,0.5,0.0,1.0,1.0,0.8,6746,3310,5091,1655,"['ts-seat-service', 'ts-order-service', 'ts-basic-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-order-service,cpu,2,1.0,0.0,1.0,1.0,0.8,6746,3310,6746,3310,"['ts-seat-service', 'ts-order-service', 'ts-basic-service', 'ts-train-service', 'ts-station-service']"
RE2-TT,ts-order-service,cpu,3,0.1,0.0,1.0,1.0,0.8,6249,2891,3647,289,"['ts-travel-service', 'ts-order-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service']"
RE2-TT,ts-order-service,cpu,3,0.25,1.0,1.0,1.0,1.0,6249,2891,4081,723,"['ts-order-service', 'ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service']"
RE2-TT,ts-order-service,cpu,3,0.5,1.0,1.0,1.0,1.0,6249,2891,4804,1446,"['ts-order-service', 'ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service']"
RE2-TT,ts-order-service,cpu,3,1.0,1.0,1.0,1.0,1.0,6249,2891,6249,2891,"['ts-order-service', 'ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service']"
RE2-TT,ts-route-service,cpu,1,0.1,1.0,1.0,1.0,1.0,6259,2965,3590,296,"['ts-route-service', 'ts-travel-service', 'ts-travel2-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-route-service,cpu,1,0.25,1.0,1.0,1.0,1.0,6259,2965,4035,741,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-route-service,cpu,1,0.5,1.0,1.0,1.0,1.0,6259,2965,4776,1482,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-route-service,cpu,1,1.0,1.0,1.0,1.0,1.0,6259,2965,6259,2965,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-route-service,cpu,2,0.1,1.0,1.0,1.0,1.0,6639,3304,3665,330,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-food-service', 'ts-basic-service']"
RE2-TT,ts-route-service,cpu,2,0.25,1.0,1.0,1.0,1.0,6639,3304,4161,826,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-food-service', 'ts-station-service']"
RE2-TT,ts-route-service,cpu,2,0.5,1.0,1.0,1.0,1.0,6639,3304,4987,1652,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-food-service', 'ts-station-service']"
RE2-TT,ts-route-service,cpu,2,1.0,1.0,1.0,1.0,1.0,6639,3304,6639,3304,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-food-service', 'ts-station-service']"
RE2-TT,ts-route-service,cpu,3,0.1,1.0,1.0,1.0,1.0,6643,3316,3659,332,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-admin-travel-service', 'ts-food-service']"
RE2-TT,ts-route-service,cpu,3,0.25,1.0,1.0,1.0,1.0,6643,3316,4156,829,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-admin-travel-service', 'ts-food-service']"
RE2-TT,ts-route-service,cpu,3,0.5,1.0,1.0,1.0,1.0,6643,3316,4985,1658,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-admin-travel-service', 'ts-basic-service']"
RE2-TT,ts-route-service,cpu,3,1.0,1.0,1.0,1.0,1.0,6643,3316,6643,3316,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-admin-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,cpu,1,0.1,1.0,1.0,1.0,1.0,6567,3259,3634,326,"['ts-train-service', 'ts-travel2-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-seat-service']"
RE2-TT,ts-train-service,cpu,1,0.25,1.0,1.0,1.0,1.0,6567,3259,4123,815,"['ts-train-service', 'ts-travel2-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-seat-service']"
RE2-TT,ts-train-service,cpu,1,0.5,1.0,1.0,1.0,1.0,6567,3259,4938,1630,"['ts-train-service', 'ts-travel2-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-seat-service']"
RE2-TT,ts-train-service,cpu,1,1.0,1.0,1.0,1.0,1.0,6567,3259,6567,3259,"['ts-train-service', 'ts-travel2-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-seat-service']"
RE2-TT,ts-train-service,cpu,2,0.1,1.0,1.0,1.0,1.0,6629,3303,3656,330,"['ts-train-service', 'ts-seat-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-travel2-service']"
RE2-TT,ts-train-service,cpu,2,0.25,1.0,1.0,1.0,1.0,6629,3303,4152,826,"['ts-train-service', 'ts-seat-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-travel2-service']"
RE2-TT,ts-train-service,cpu,2,0.5,1.0,1.0,1.0,1.0,6629,3303,4978,1652,"['ts-train-service', 'ts-seat-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-travel2-service']"
RE2-TT,ts-train-service,cpu,2,1.0,1.0,1.0,1.0,1.0,6629,3303,6629,3303,"['ts-train-service', 'ts-seat-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-travel2-service']"
RE2-TT,ts-train-service,cpu,3,0.1,1.0,1.0,1.0,1.0,6685,3316,3701,332,"['ts-train-service', 'ts-seat-service', 'ts-basic-service', 'ts-travel-service', 'ts-ticketinfo-service']"
RE2-TT,ts-train-service,cpu,3,0.25,1.0,1.0,1.0,1.0,6685,3316,4198,829,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-train-service,cpu,3,0.5,1.0,1.0,1.0,1.0,6685,3316,5027,1658,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-train-service,cpu,3,1.0,1.0,1.0,1.0,1.0,6685,3316,6685,3316,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-travel-service,cpu,1,0.1,0.0,1.0,1.0,0.8,7168,3594,3933,359,"['ts-seat-service', 'ts-travel-service', 'ts-food-service', 'ts-auth-service', 'ts-order-other-service']"
RE2-TT,ts-travel-service,cpu,1,0.25,0.0,1.0,1.0,0.8,7168,3594,4472,898,"['ts-seat-service', 'ts-travel-service', 'ts-food-service', 'ts-station-service', 'ts-order-service']"
RE2-TT,ts-travel-service,cpu,1,0.5,0.0,1.0,1.0,0.8,7168,3594,5371,1797,"['ts-seat-service', 'ts-travel-service', 'ts-food-service', 'ts-station-service', 'ts-order-other-service']"
RE2-TT,ts-travel-service,cpu,1,1.0,0.0,1.0,1.0,0.8,7168,3594,7168,3594,"['ts-seat-service', 'ts-travel-service', 'ts-food-service', 'ts-auth-service', 'ts-station-service']"
RE2-TT,ts-travel-service,cpu,2,0.1,1.0,1.0,1.0,1.0,6583,3248,3660,325,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-station-service', 'ts-admin-travel-service']"
RE2-TT,ts-travel-service,cpu,2,0.25,1.0,1.0,1.0,1.0,6583,3248,4147,812,"['ts-travel-service', 'ts-seat-service', 'ts-station-service', 'ts-admin-travel-service', 'ts-basic-service']"
RE2-TT,ts-travel-service,cpu,2,0.5,1.0,1.0,1.0,1.0,6583,3248,4959,1624,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-admin-travel-service', 'ts-station-service']"
RE2-TT,ts-travel-service,cpu,2,1.0,1.0,1.0,1.0,1.0,6583,3248,6583,3248,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-station-service', 'ts-basic-service']"
RE2-TT,ts-travel-service,cpu,3,0.1,1.0,1.0,1.0,1.0,6623,3284,3667,328,"['ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service']"
RE2-TT,ts-travel-service,cpu,3,0.25,1.0,1.0,1.0,1.0,6623,3284,4160,821,"['ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-food-service']"
RE2-TT,ts-travel-service,cpu,3,0.5,1.0,1.0,1.0,1.0,6623,3284,4981,1642,"['ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-food-service']"
RE2-TT,ts-travel-service,cpu,3,1.0,1.0,1.0,1.0,1.0,6623,3284,6623,3284,"['ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-food-service']"
RE2-TT,ts-auth-service,delay,1,0.1,1.0,1.0,1.0,1.0,6478,3143,3649,314,"['ts-auth-service', 'ts-basic-service', 'ts-train-service', 'ts-station-service', 'ts-ticketinfo-service']"
RE2-TT,ts-auth-service,delay,1,0.25,1.0,1.0,1.0,1.0,6478,3143,4121,786,"['ts-auth-service', 'ts-basic-service', 'ts-station-service', 'ts-ticketinfo-service', 'ts-train-service']"
RE2-TT,ts-auth-service,delay,1,0.5,1.0,1.0,1.0,1.0,6478,3143,4907,1572,"['ts-auth-service', 'ts-basic-service', 'ts-station-service', 'ts-ticketinfo-service', 'ts-route-service']"
RE2-TT,ts-auth-service,delay,1,1.0,1.0,1.0,1.0,1.0,6478,3143,6478,3143,"['ts-auth-service', 'ts-basic-service', 'ts-station-service', 'ts-ticketinfo-service', 'ts-route-service']"
RE2-TT,ts-auth-service,delay,2,0.1,1.0,1.0,1.0,1.0,6491,3222,3591,322,"['ts-auth-service', 'ts-config-service', 'ts-seat-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,delay,2,0.25,1.0,1.0,1.0,1.0,6491,3222,4075,806,"['ts-auth-service', 'ts-station-service', 'ts-order-service', 'ts-config-service', 'ts-seat-service']"
RE2-TT,ts-auth-service,delay,2,0.5,1.0,1.0,1.0,1.0,6491,3222,4880,1611,"['ts-auth-service', 'ts-station-service', 'ts-order-service', 'ts-seat-service', 'ts-config-service']"
